,Review
179,"Let me say I really wanted to like this film. I avoided seeing the previews or any reviews so I could go in unbiased which is how I like to see all of my movies. I don't like to rubbish the hard work that people put into their films because I enjoy really well made films. But in short I really wish someone told me to avoid this one. I'm not one to follow the flow and praise something that is clearly so very bad.The bad: The music\noise\soundtrack...whatever you want to call it was terrible. Just random esculations of horned instruments that build up and up and up to nothing. It was way too distracting and completely failed to build the suspense. I found myself looking around the cinema at the speakers wondering when the projectionist was going to realise he had accidentally turned the sound up too loud for the movie.There is zero character analysis. Everyone looks the same and you cant distinguish anyone from anyone else throughout the film. It doesn't matter anyway because you don't have any reason to care about anyone in particular because there is no back story of anyone. The plot is flat dry and boring. Don't get me wrong it was based on an important event in history but this film does this no justice at all.My biggest gripe is the lack of dialogue throughout the film. Was Nolan trying something new here? Probably but please don't do it again. There are shots of what are meant to be hundreds of thousands of soldiers all standing in lines on the beach all deathly quiet staring out to the ocean in most scenes. Even the terribly injured lying on stretchers are mutes.So many scenes don't add any value and don't make any sense. The stupidity of trying to force a single 60kg soldier off a sinking ship to reduce the overall weight of a boat stuck on the sand? I mean really...who writes this stuff. The boat is taking on hundreds of litres of water and you want us to believe that one person will magically raise the boat off the beach? It's a head shaking moment that just makes no sense at all.The whole thing is a b grade made for TV matinée crossed with the overly long 50 yard stares reminisce of a bad episode of the days our lives. The Dad in the boat couldn't care less that his son dies. He almost seems content. The plane scenes are slow and boring. They show little tactics and make us believe the entire German airforce was fought off by 3 spitfires. And don't get me started on the spitfire that somehow manages to linger in the air long after its engine has stopped for what seems like an eternity. Some say that Spitfire is still flying around without any fuel to this day. As my mate said, he didn't have to land on the beach, he could have flown all the way back to London.I heard the budget was 150 million. That's got to be a joke. There is just no way. Either that or the majority of the scenes ended up on the cutting room floor. You certainly didn't have to pay your actors for speaking roles.It's such a shame. This movie has so little going for it. Maybe the editor was coming down off a week long coke bender when he put this together because I have no doubt I could have done better with the raw footage and a PC version of Adode Premier.Wait for DVD release and a night when you are not really into watching a movie to pop this one in. You wont miss the atmosphere of a cinema for this movie because there is none to talk of. I apologise for being so harsh but I would prefer an apology from the director for killing my expectations. 3/10 is very generous indeed."
180,"""Dunkirk"" is a forgettable and dull war film absolutely overrated in IMDb. There is no character development and the viewer does not care for anybody who lives or dies. The shallow screenplay is awful and the Batle of Dunkirk is limited to the evacuation of the Allied soldiers, most of them British, that stay in lines on the beach or on a dock attacked and slaughtered by the German airplanes. The plot focuses basically in three simultaneous storylines: the first based on an old man with two teenagers in a boat trying to rescue soldiers; the second on a Spitfire pilot that crashes his airplane on the water and is rescued by the old man; and the third on a Navy Commander in charge of the attempt of evacuating the soldiers. Better of watching again a classic war movie than spending 1h 46 min watching his terrible film by the usually overrated Christopher Nolan. My vote is three.Title (Brazil): ""Dunkirk"""
181,"I can't understand how it can get 8.4 rating. Technically great, I mean, high level images and direction. But: first of all, why would Nolan add the past and future in all of his movies? I didn't find any empathy, emotions, with respect to other war movies. The final reminds me of the usual war movies made in US. And two actors as Tom Hardy and Cillian Murphy, almost not showing at all. I acknowledge Inception and Interstellar are great movies, although not 'my type', but this is not a great movie as they said."
182,"The evacuation of Dunkirk was one of the most important moments in history, and a pivotal part of WWII. This movie had the opportunity to express the greatness and the gravity of this event, and it failed. The flyover shots of a few dozen soldiers on the beaches, when there should be ten of thousands, failed to express the enormity of the situation. Similarly the dozen or so civilian boats, when there should have been thousands, underwhelmed their contributions. The attempt to humanize the story by showing a few individual vignettes, in one case a single incident shown from multiple perspectives, also failed. No one character was engaging enough to impress the tension or magnitude of the situation. In essence this movie made a momentous and terrifying event a little boring. In doing so, it does a disservice to those that have experienced combat."
183,"Best war movie ever made, not by far. The only good thing about this movie is a few great cinematic camera shots and that is it. Lets see where to start (spoliers coming):1. Apparently German Army participated in the battle of Dunkirk; with 2 Henschel Hs 129 bombers, 3 dive bombers Junkers Ju 87 (Stuka's) and 3 Messerschmitt Bf 109 fighters, which were all apparently shot down by 3 RAF Spitfires. As that is the only German troops you will see the whole movie! Myabe they were not there? Batman got them on time? 2. You have two genius actors Sir Kenneth Branagh and Tom Hardy, but you write a scenario where both of them have 10 lines in the whole movie? I don't believe that Tom had more then 2 lines that lasted for 1 min. Now people will say, you don""t understand the story it self is a main character! That is all fine, but then I can watch Denkirk documentary, it is more intense then this! 3. Harry Styles should stick to music, as his acting is very One Direction. I mean everything is so predictable, you just look at him and know its a movie? There is no suspense in his acting, there is no character build up what so ever, etc.I could go on and on, many more things are bad about this movie, but I would be in danger to write more words than what are in screenplay of Dunkirk!Wait to come on Netflix, DVD or something, don't waist your money in cinema. PS I gave it a 3, it will probably end up around 7 when all hype dies, but I expected a historical intense masterpiece, and got nothing!!!"
184,"We saw Dunkirk on opening night, I was excited, I'm a huge WW2 buff. The incredible human drama at Dunkirk has mostly been overlooked by Hollywood. So July 20 has been on my calendar for a while. Boy did I fall for the hype!I must say something positive first... great war footage! I loved the spitfires! Knowing that Nolan shot this move with only a few post effects is impressive. The scenes inside the ships were fantastic.Now, onto the sad truth as I see it. I wish the producers would have spent some of the $150 million on a script. I didn't know you could shoot a historical period movie with a steep budget and not have one. It's as if this was just a big historical re-enactment of the Dunkirk rescue and the film crew said, hey, we should grab a couple of decent actors and throw some cheesy lines at them, we'll make a movie! There was an old-timer from the business that once told me, ""if you've got a great story you can shoot your movie thru banjo strings on black & white film"".I got the impression that Nolan was hell-bent on shooting realistic war footage and he fell in love with those shots and scenes, forgetting that the audience would appreciate a plot. There are so many interesting plot twists from the actual event. We never really saw anything from London, France or Germany where most of the strategy was planned. Nolan focused on the beachhead and the channel. The realism was quite good, but too long and confusing.The sound track had many problems too. The mix was hot, if you wanted to listen the sparse dialogue, good luck. For some reason the director chose to loop this maddening drone sequence throughout the movie. It was so obvious it had to be intentional. I was hoping the version we saw was just an advance copy with a rough mix, nope. One last thing, I'm not sure the average movie goer will appreciate the way Nolan repeated scenes. Apparently the footage was so good from 4 different angles we should show all of them, back to back. I get it, great film makers take chances. There have been many examples, especially in the indie- film world of masterpieces that tried risky new techniques, sadly, Dunkirk isn't one of them.To wrap this up... I'm glad I saw Dunkirk. I think most WW2 buffs will see it no matter what anybody says."
185,"I like war movies but I certainly didn't like this one. I feel the title is wrong because it's not so much about Dunkirk as its about some blokes who where there at the time.Sometimes it was hard to follow which moment in time is shown, because the movie abruptly cuts between three perspectives, therefore even showing some events twice. I hate this - Repetitive: Much scenes are identical or slightly different from another. Flight scenes was like WHO cares. Keeping out the Germans at the front-line is just as much a part of the story of Dunkirk and it would've given us a chance to actually see the enemy and get some awesome battle scenes.This movie is highly overrated, due to many biased Nolan fans and critics. I found it a very boring movie. The lack of an interesting plot or any interesting characters sadly wasn't compensated enough by the impressive audiovisuals. Rescue yourself from boredom and don't watch this movie!"
186,"Is this a scam, or has the capacity to be critical been lost due to the very sensitive and emotional subject of the film. For me, it seems like a joke... How could this momentous and dramatic event in our recent history be presented with so little means and ambition ? From books and historical reports, the boarding was a mess, planes were all over the sky, there were myriads of boats and ships, the beach were left with tons of discarded equipment and weapons... We see none of that. How can you give an idea of what it must have been with only a few sparking clean vintage planes, one small war ship, 12 period fishing or leisure boats... How could so many shots taken on site incorporate 1960's, 70's or even 80's buildings, street furniture, modern container cranes... How can it be night for the scenes at sea, and day for what happens on the beach, in Dover, or in the air at the same time ? How long can a spitfire fly after it has run out of petrol, and still manage to fight... For those who like history, it is a waste of time. For those who like action and war scenes, it can be watched but will be a disappointment For those who seek emotions and a peek at humans behaviour during the event, there is reasonably good acting, in a good British drama tradition. I suggest to wait for one year and watch it on TV where this show belongs."
187,"When I first read about the Dunkirk Evacuation, I was in awe- and the possibilities of exploiting and furthering this particular emotion were boundless in Nolan's 'Dunkirk'. Unfortunately, this movie falls embarrassingly short of its promise. Let's start with the positives.-The acting: In my view, any great war film needs to not just have great characters, but also great ACTORS to portray those characters. In this aspect, Dunkirk shines. The acting is brilliant, as can be expected when your cast features the likes of Cillian Murphy, Tom Hardy, Sir Mark Rylance and Harry Styles(?). There isn't a moment when any character exhibits an emotion out- of-the-ordinary, and there isn't a single actor in the film that falls short of acting talent or ability. -The music: Contrary to a lot of other people, I actually quite enjoyed the background score- the theme of foreshadowing, which is at the center of the movie's premise, is brilliantly explored in the score. Now, to the (rather long) list of negatives: -Redundancy and repetitiveness: As you've probably heard already, Dunkirk's story is told through three perspectives/timelines: The mole (aka land), The sea, and The air. Unfortunately, while this idea holds enormous promise, it only results in redundancy and confusion. There are times in the movie when it is unclear through whose perspective the story is being told, and there are times when scenes become repetitive. This is particularly apparent in the scenes shot in the air. Maybe this was intentional, and if it was, Nolan succeeded here. To me, it just seemed like poor editing and confused direction. This results in the movie seeming exceedingly long for its 1 hour 45 minutes run-time. -The inability to convey the scale of the evacuation: This, for me, was perhaps the most blatant flaw in this movie. You would think after a $150 million budget and the sheer scale of the actual evacuation itself that the movie would truly convey the likely thousands of ships/boats that were involved. This is just not the case. Throughout the film, we probably see maybe ~10 planes and about 20-30 boats/ships. This, in my view, does not do justice to the miracle of the evacuation, and greatly detracts from the promise this film initially had. -The emotionless characters: This, in my view, is the biggest problem with Dunkirk. The thing is, there just isn't enough dialogue, there isn't any background on ANY of the soldiers that makes you empathize with them. The consequence of this is that when a semi-major or major character dies, you don't feel anything. Really, all you think is: Well, I've already seen 100s of random soldiers die anyways, why is this different? Again, maybe this was intentional, maybe the point was to trivialize the deaths of even major characters to the point that they are no different from any of the other deaths. I personally didn't enjoy it very much.All in all, Dunkirk is a film with a lot of promise, and an incredible potential for awe-inspiring characters and story lines. However, its weak character development, and lack of ability to truly convey the enormity of the Dunkirk Evacuation ultimately lead to its downfall, and result in a film that inspires neither empathy nor awe. Very disappointing."
188,"The evacuation of Dunkirk was a miracle. I had wondered what this film would have to say about it that hasn't been shown before. The beach scenes are portrayed as lines of soldiers standing quietly. There are no non-coms screaming orders or keeping order. Everyone is acting like they are waiting for afternoon tea. Air battles: repetitive. The same yellow-nosed Bf-109 gets shot down several times. (Yawn!) And the timing of the air scenes is simply unbelievable. In an effort to create suspense a Heinkel 111 takes nearly five minutes to get close enough to be shot down by a Spit. This is despite closing speeds in excess of 500 mph. Just not believable. Other efforts to create suspense are simply contrivances. The crowning disappointment is the main kick: the miracle of Dunkirk was the response of hundreds upon hundreds of small boat owners, ship owners, ferry crews....ordinary Britons who risked their lives to get anything that floats across the channel to rescue the troops. This is given short shrift, not only in following only one boat, but in so few boats actually being in the film. I don't understand the hype this film has been given. Wait for it to come out on DVD, then don't bother to see it."
189,"There has been a massive hype for this movie on the radio and specifically BBC R2 where, Chris Evans was praising how good this movie was.The movie in my eyes has no real substance. It switches between 3 scenes, It has average to bad music, it doesn't provide any historical background, it has no dialogues, just a few lines and the constant annoying sound at the background is there to supposedly cause suspense, but in contrast it creates anxiety and is uncomfortable to watch or listen to. Last but not least, the film doesn't manage to show the scale of the Dunkirk evacuation. This is my opinion.I am sorry to say that I really struggle to find anything positive about the movie. If they gave a refund at the cinema i would have gone to ask for one. Apparently, paying a lot for advertising nowadays makes a movie a 9/10.. This is frankly sad, but I am glad other people can see the same side of the coin as myself. People that say this movie is a masterpiece, and they give a 10 star rating are deceiving other potential viewers. I give 3 stars because i want to be objective and say that on the graphic side of things there were good graphics."
190,"Nolan has been a storyteller that build his movie on plot rather than character, as the latter were usually just there to move the story along instead of someone to root for. He tried to build fleshed out character in Interstellar and failed to fully portray a human emotion that ultimately renders them unable to be cared about, although he spent the majority of the film trying to get us to care about the characters. In this movie (Dunkirk) he goes back to his usual 'blank-characters and work on plots more' routine and judging by his track record and the lack of clear star actor in the exception of Tom Hardy (who is underutilized and even he didn't bring anything special) anyone coming in the movie expecting a story with no discernible characters are correct. But, what is very confusing is why did he even bother to set up conflicts for these characters (i.e one of the characters from the arc is dead from falling down a stairs (truly) after a certain Cillian Murphy uncharacteristically goes into rampage while he never hinted that the character have violent tendencies due to his shell shock) that requires us to CARE about them in the first place. Okay the 'french- suddenly-thought-to-be-German-Spies- somehow' opened the door that could save some people including the one who were there in the first frame of the film (AKA the young soldier), and that gives us a reason to care when they tried to get him out of the boat while one of the characters tried to stop him and the other are forcing him on gunpoint? If anything, the only tension and dread moment are generated by the score and camera movement and visual. The dialogue itself are..bad. it's on the nose level of exposition, it's uninteresting, and it's just overall unmemorable. Hans Zimmer is a very good composer. How Nolan approach him to do the scores for Interstellar results in a very beautiful score. But his work on Dunkirk is, to say the least, mismatched. To realize that a man like Nolan who insist on shooting his movie on film roll and practical effect would conceive a mismatched, orchestral score that didn't sound grounded and even has techno beat in it that really did not fit the pictures shown. The score is not even memorable, since there's no recognizable theme that would be associated with the movie immediately (such as 'No Time for Caution' in Interstellar or 'Dream is Collapsing' in Inception) and it seems they approach the scoring beat-by-beat rather than working on a certain mood that wants to be conveyed. The visuals are, granted, is beautiful, while there is some poorly lit shot that clearly wasn't meant to be THAT dark. But, it gets tiring after a while due to Nolan's tendencies to reuse the same shot but just from different angle and different object to focus on (like seriously why do we keep seeing the right side of the cockpit on Tom Hardy's plane, is the left gone or something?). On the plus note, the production design and sound editing are of the highest quality. Wouldn't be surprised if it will receive an award or two in that department. The movie takes the theme of survival as an event rather than a state of emotion. It renders the movie to be stone-cold in it's tense moment and dull in it's calm moment (which there is little of), and become something you'd just behold and hear and hopefully immerse yourself in it. But due to his forced effort to make us care about this nameless character, and other reason that is stated above, this could be the least interesting of Nolan's film. I don't see anyone will analyze it's story or direction or even it's color scheme which is downright limited in the coming time. I don't see it as a classic in Nolan's filmography. I see a list of things Nolan should address and wonder where to improve his next project."
191,"Expected so much after all the hype but left feeling that I'd wasted valuable the time.Glorified garbage which concentrates purely on the German aircraft strafing the beach and not what really happened and the mass slaughter that occurred on the edge of the same beach. The movie spends the second half concentrating on one family who take part in the rescue, easily leaving the dock which is now in Naval hands and then a very boring trip to Dunkirk in which the father lost his son to a rescued soldier who was freaking out and yet no one blinked a eyelid. Utter garbage, just another film Warner Bros has spent vast sums of money creating a story about nothing and marketed with a similar budget."
192,"This movie gave me seasickness that lasted an hour afterwards! And no, I wasn't sitting in one of the Cineplex immersive ""D-BOX"" moving seats, just in a surround-sound ""UltraAVX"" theatre. I should have closed my eyes for periods of the camera movement.The rotation among scenes was a game attempt to make up for a skimpy script. Much of the dialogue and acting was realistic - leaving quite a lot that wasn't. Also, some technical details were puzzling, such as scenes in which one might expect the characters, boats and ships to be hurrying, yet instead they seemed to be dawdling, perhaps to fill the film out; and ships appeared to be at anchor in the middle of battle.Not sure why anyone would want to watch this movie, even though a lot of money obviously went into making it. Need convincing that we should avoid war? As a companion said, ""If this had been on television, I would have turned it off."""
193,"As expected of a Christopher Nolan movie, Dunkirk has beautiful cinematography. I enjoyed the sometimes dizzying shots of the airplanes and the ocean but it made me appreciate the range of filming. However the movie itself was devoid of a plot. I understand Nolan was aiming for a movie geared towards survival of the soldiers, but I was not particularly moved by their struggles. The plot was too scattered for me. For instance, I was under the impression that the movie started out with ""the mole"", which was later referenced to, but never followed up on, which confused me very much as to what they were aiming for in terms of the story line. The fighting scenes were drawn out WAY too much and could have easily been cut down by 30 minutes so that I didn't have to watch 2 hours of essentially nothing. Also, the pounding music was suspenseful in the beginning but eventually began to hurt my ears.Also, as a side note,I later read on the actual events on Dunkirk and learned that Indian soldiers had a significant contribution in the events at Dunkirk, as they were a colony under the British Raj at that time. Nolan claimed that he didn't want to politicize the movie, but I don't understand how not including Indian soldiers would have politicized the movie. Thus it gave me the impression that in spite of beautiful graphics, I was yet again watching another stereotypical movie with white people saving the day during a war at the core of the movie, while pushing aside the contributions of other people. It might not matter to a lot of people but I would have personally liked to see SOME historical accuracy, along with a better stitched plot to keep me more engaged *yawn*"
194,"When a movie is based on actual historical content, it's hard not to go into it without having certain expectations. From what I knew on the battle of Dunkirk, I was expecting a gripping story on the heroic effort and sacrifices made by the French Army on the defensive line to keep the Germans at bay long enough for hundreds of thousands of British and Allied troops to escape; to live to fight another day and win the war. I was expecting to be awed by a true appreciation for the grand scale of evacuating hundreds of thousands of soldiers under enormous pressure. And while I understand going into a movie with high expectations isn't always a good idea, it's hard not to expect anything less than an impressive story, particularly when you know that story is true.Although the movie had initially appeared to be ready to deliver on these expectations, it didn't take me very long at all to realize that, sadly, Dunkirk would ultimately fail to deliver on any of it.There were no battles on the defensive line and air battles were portrayed in this film in a way that made German pilots seem like unworthy adversaries; easier to shoot down than ducks in an Atari video game. The film also fell disappointingly short on portraying the true scope of the operation. I've seen longer lines of people waiting to buy the new iPhone than the lines of soldiers portrayed on the beaches awaiting evacuation.I had found it disappointing that 20 minutes into the film I was still wondering what the plot was on a story I was already familiar with. The lack of dialog was also so obvious and overdone that I had started to grow annoyed by it.In the end, I was left wondering why this movie received so much hype and such high ratings. The only possible explanation I could provide is that there must be an awful lot of people out there who like to analyze movies scene by scene, in a DIY director's cut fashion, so that they can offer an interpretation on what they think the director is trying to portray though his artistic creativity, because these high ratings seem to have absolutely nothing to do with this actually being an entertaining movie.Director Christopher Nolan seemed too lazy and bothered to even halfheartedly attempt to deliver on anything that made the battle of Dunkirk so historically significant, choosing instead to focus far too much on creating some new kind of Tarantino/Pulp Fiction-esque piece of story telling that Hollywood elites and snobby critics can adore him for."
195,"You take 5 planes, 5-8 ships, an empty beach and some men and then you call it Dunkirk. How can this movie cost so much? There is no action and nothing historical about this movie. You just wait and wait for anything to happen but no. There is nothing of the horror the soldiers had to go through and at no fighting at all. I was so disappointed and bored during this movie."
196,"The last truly bad WWII film I ever saw was The Thin Red Line. Dunkirk seems to want to compete for that spot, but still comes in slightly ahead.I like Nolan, I really do. Interstellar was one of my favorite movies, Inception was great and I loved his recreation of Batman. I also love WWII movies, Band of Brothers being one of the best stories ever to grace the screen, in my opinion. The entire time watching this movie, though, there was one nagging question I had: What if Spielberg directed this?Chris Nolan really isn't suited to take on a film like this. Dunkirk is a historical drama, about one of the greatest feats in WWII. This has two strikes against Nolan; one is that it's a historical drama, unlike the rest of his portfolio. The second is that WWII is, by its very nature an ""R"" rated period (so to speak) and Nolan seems to thrive in semi-tame PG-13 violence.""War is Hell""... yet nowhere in this movie do we ever sense that. There's a huge difference between gratuitous violence and realism, mind you and I am not promoting the former. Steven Spielberg is the master of understanding this. Some of his movies are rather violent, yet they use that to drive home the plot and atmosphere of the film. Chris Nolan really, really, desperately needs to take some notes from Spielberg in this area if he wants to be a true master of his art. The desire to stick to this catch-all, watered down PG-13 cash- cow rating, almost seems forced, considering the time period and the topic covered.Realistic ""R"" rating aside, the tedium of the movie sets in rather quickly. Had I not paid money to see it, and waited for its TV release, I would have changed the channel about 15 minutes in.This story sets itself up for about half of the film. It takes that long just to understand the characters, their motivations, their situations even their names. Once that's done, the movie starts to show us some promise and hopes to drops us into action, but ends up easing us down gently. Critics may commend Nolan for keeping an even momentum, not letting one part overpower the next - unfortunately it carries the momentum of a brick wall.The history of Dunkirk is a fine example of human will and strength, it just doesn't make for a gripping story. The events that this movie cover, can be summed up in about 2 pages of a text book, not an entire novel nevermind a 2 hour movie!A book editor once told me that you should always focus on telling the most interesting moment of a character's life. While the evacuation is interesting, in this movie, it seems the most interesting moments took place just before the events it covers. How did 400,000 soldiers end up getting pushed back to the sea? What battles were fought that drove them so far? What tactics failed so catastrophically?Dunkirk tells half a story, with the more interesting half taking place before the movie starts. The two hours of this movie could have easily been compressed into 1 hour, with another 2 hours telling the larger story of how the events transpired that led to this point.Acting wise it's hard to tell. Mark Rylance almost revisits his role as the Russian spy, Rudolf Able in (a much better film) Bridge of Spies. It works. His calm demeanor, yet screen presence is felt and you do make some connection with his character. Of course, that may also be because his character has one of the larger speaking roles throughout the entire film.The rest of the actors are wasted, especially Kenneth Branagh, who has proved himself, time and time again, to be an ""actor's actor"", but has been almost sidelined for the duration of this movie.I would recommend waiting for this film to reach a cable channel before you fork out the $12+ for a ticket if I would recommend this movie at all. As it stands, do yourself a favor and binge watch Band of Brothers in order to get a much more rewarding WWII experience."
197,"I was so looking forward to seeing this film. While I can appreciate a different approach at this genre, I just didn't get it. The first half of the film was at times utterly boring. I struggled to stay awake. Things do get a bit better as the film progresses. At the end of the film I had such an empty feeling. After seeing classics such as Saving Private Ryan, the Pianist, Enemy at the Gates, etc. Dunkirk pales in comparison. Dunkirk reminds me a bit of the Blair Witch Project which was a new approach at the horror genre which was a total failure. At least the cinematography was good."
198,"Mediocre movie...this director obviously does not understand human emotions (inception...who was the ""baddy""?)...this film seems like he has read up on them...and then went overboard! Smaltzy..stupid in bits, it's like nothing so much as a 90s UK GUINNESS advert...I don't think you had them in USA? ""Good things come to those who wait""?... https://youtu.be/Y9znA_dwjHw The film was almost exactly like one of these adverts...right down to the scene at the end where the soldiers are handed beers....I almost expected that tagline to pop up! Soldiers commuting suicide at Dunkirk? Spitfire pilots allowing themselves to run out of fuel? Soldiers ""hiding"" in a boat? A naval commander spending the whole film alone on a pier... Miles from any communications, was this a bad metaphor?? The music...maybe it was well written, but it was overused to the point of irritation...""oh, I'm supposed to feel tense now? Thanks music!"""
199,"For all the hype surrounding this movie, it was a dismal disappointment! I don't doubt for a moment that the battle for Dunkirk was grueling and tremendously heart-wrenching, nor do I diminish the sacrifices of those genuinely embroiled in this part of the war. The film lacks real continuity, genuinely embraceable characters, and ethos. In the entire film there were but 4 characters who even warrant the viewers' regard. The artistic panache of Kenneth Brannaugh is wasted in this drawn-out, mishmash of cinematography and monotonous soundtrack by Zimmer!War films, such as ""Gettysburg"", ""We Were Soldiers"" and ""Pearl Harbor"" tell episodes of war better than this celluloid catastrophe.God bless those who sacrificed their lives at Dunkirk. Your memories deserve far better than Nolan's self-aggrandizing ""epic""."
200,"Being an avid war film fan, I was beyond excited seeing the trailer for Dunkirk and couldn't wait until it hit theatres. To say I was disappointed is an understatement. By the end of the film, I was actually mad. I have to agree with some of the reviewers here who've stated that many of these glowing reviews are paid for, because what they're describing isn't even the same film.Before the artsy-fartsy daggers come out--no, I don't need tons of backstory to feel invested in the characters. It's war, it's brutal, and I can surmise what it must be like for these brave souls. But when I come out the film and can't remember a single character's name (or worse, even care about them), that's just crap storytelling. Art should inspire a connection. This left me devoid of anything to be honest.Scale...I may as well have been watching a tiny pocket of some soldiers, fighting some war, taking place somewhere. Part of what's so astonishing and inspiring about Dunkirk was its sheer scale. This insipid attempt to condense it to bite-sized POVs is insulting. You would expect at the end when the character (I literally can't remember his name) began reading Churchill's announcement to be roused by emotion. But since the film didn't generate any, and the delivery was so bland, it didn't even click with me what he was reading until I heard, ""We shall fight on the beaches."" Lastly, a film doesn't have to be linear so I don't mind differing time lines. This however, was like some art-house, ""look at how cool I play with time"" film school project. I'm sorry...GAWD I'm sorry... but this was bad. I think about 100+ reviews explained why it doesn't work.Storytelling has been used by our species for centuries to share POVs, be morality tales, entertain screaming kids who won't sleep...you get the picture. NONE of that happens if your audience doesn't connect with the story. This was an experiment and indulgence. A $150M indulgence and waste of viewers' time and money. Shame on you."
201,"For grey-haired Brexiteers like me, weaned upon a diet of 1950's British stiff-upper-lipped-ness (BSULN), a modern movie re-kindling that - now long lost - spirit was surely a must-see. I hadn't been to the cinema in donkeys' years; put off not so much by modern movies (which are bad enough) but by audiences of ignorant huge-headed bag-crackling crisp-crunching gas-bags who came to ruin the whole experience. And with a comfy chair, big HD telly and unlimited Stella, it would take something special to prise me off the cushions and fork out over £13(!). Well, if any word might do it; ""Dunkirk"" might. If ever a word conjures up notions of legendary BSULN - Dunkirk is that conjurer's word. I have a DVD of the much cherished 1950's version featuring those grandees of wartime spunk, John Mills and Dickie Attenborough, not to mention a reassuring dollop of Bernard Lee. It's an excellent work from start to finish. Every aspect of the great debacle and culminating ""miracle"" is included and carefully edited into a coherent story, from home-grown civilian cynicism about the ""phoney"" war, the collapsing French defence, discussions at High-Command, desperate British regrouping, French refugees, mountains of abandoned logistics, slaughter on the beaches and final deliverance. It ain't no masterpiece, but it's a very coherent, sterling work of typically understated performances, representing people with sufficient depth that you can care about them and their fate; all re-created by character actors who actually experienced both the war and the times.Cut to yesterday. This modern take on the great event is shallow in the extreme. Oh-sure; the combat scenes are visceral enough with sound levels fit to cause tinnitus, but coherent story telling? believable characters? An overview of the great historical event? Forget it! Considering the makers of this movie had almost unlimited funds and CGI, this should've resembled a Cecil B Demille epic. There were supposed to be over 350,000 allied soldiers trapped in Dunkirk! I swear I've seen more people in Tesco's at Christmas than are depicted here. The beaches seem practically empty. And those people to whom we are introduced appear two-dimensional, like cardboard cut-outs.The ""collapse"" is depicted by about half a dozen British Tommies walking negligently through suburbs, evidently unaware of the war, only to be mown down. One survives and encounters the French rear-guard. That's it. Time for a crap on the dunes. They're deserted, so what the hell? After that, there's a series of small set-piece conflicts drawn progressively together by the choppiest editing I've ever witnessed. All the characters are two-dimensional and unexplained. There's no back-fill story at all. A quite disproportionate amount of time is spent aloft with the RAF. Three whole Spitfires are presented almost reverentially, as if they alone turned the military tide. They skirmish with bombers and fighters, shooting down all they encounter with one quick burst of gunfire. The last one, running out of fuel, gracefully lands on the beaches of Dunkirk, in mellow westering sunlight, as the strains of Nimrod from Elgar's Enigma Variations grind away at half speed. It's frankly mythologising of the most juvenile kind. I almost laughed. (And incidentally; that Spitfire was travelling northeast along the Belgian coast, so the sun would have to be setting in the opposite direction!)If you're a millennial - the sort who wanders vacantly about the streets gaping into the screen of a mobile phone; someone with no more depth of character than those depicted here; raised upon revisionary history and brain-washed into being a bien pensant of the glorious European Union, this movie will seem as authentic as your friends on Facebook. But if you're of an earlier generation; you might want to watch the 1950's version at home, on the big telly, with the unlimited Stella. It's better in every way."
202,"I honestly believe that if I had started a shouting ""boo"" at the end of this movie, I'd have had a large chorus in support. What the heck?Three different time lines of differing duration, where we are forcibly jumped back and forth without warning? It's daytime! No, wait, it's night. Oops! It's day again...hang on to the popcorn Martha, it's night again. Hey, wait a second... didn't that boat just sink?Whatever genius Nolan has inserted into this film is lost in the mishmash. I left not caring for a single character. I was wondering just how long a spitfire out of gas can glide? Apparently it's far longer on screen than might be the case otherwise.The good? A very promising opening. The bad... everything else, including the music."
