,Review
210,"I honestly don't remember the last time I was more disappointed in a movie. There is absolutely no action worth mentioning in this entire film. The fight scenes are choppy and VERY VERY poorly done. I feared this might be the case with a rookie action director in charge but I never thought a Batman film would fall this low in terms of fight content. The set up is long and often tedious and the dialogue is surprisingly ""New Star Wars"" bad. Even the bast costume itself looks off. They were promising us more flexibility and believability with this design but it still looked awkward. Keaton's original still looks better. Bale was remarkably average as Bruce Wayne and his ""Batman voice"" is near laughable.It pains me to say but Batman Begins should change its name to Batman Disappoints."
211,"I have never fallen asleep in the cinema in my life! I thought this film looked pretty good and the cast was impressive, plus i loved the first 4 Batman films but i fell asleep like 20 minutes in and didn't wake till near the end. I guess i can't really comment but i think a movie that puts you to sleep that fast isn't worth spending money on. Plus the story was pretty awful the 'villan' was dumb and it just didn't have anything like the other films. I like the whole fantasy edge to Batman and the way the villains are formed (Joker with the acid, Catwoman with the cats etc) the film has none of this. The continuation from the original Batman was dumb as it was clear that the joker killed Batman's parents yet in this he does not? Basically save your money!"
212,"I saw Batman Begins and i was very-very disappointing. I thought Nolan was a credible direction and Bale a credible actor but alas the movie sucks big time... Qui-Gon (Liam Neeson) trains Batman to sword fighting like he's a bloody Jedi. The film is boring as hell. What Thibet has to do with Batman? They try to put some deeper meaning and all ""a person is not what he feels inside, but what his actions make"" but it's not worthy. Bale actor is great to play nerd types, (Velvet Goldmine, Lauren Canyon), he was OK in American Psycho but as Batman he is not very good. Michael Cane is the best as English butler and Morgan Freeman is typical as good guy again. Liam Neeson, a great actor, was much better in Phantom Menace, his performance here is disappointing. Bad plot, the worst bad guys ever, action scenes are very bad too. Tim Burton's films was much much better. Even Catwoman, a terrible movie, was in some ways superior than this crap."
213,"I was very interested in seeing this movie after the Tim Burton kind of Batman movies. I am not a real Batfan: I don't know much about the comic books and I just expected to see a great ""fantasy"" movie with interesting characters. Burton's movies were great. I knew that it will be darker now, but it was much more boring. It's an average big budget action flick. The writer and the director has no idea about a SUPERHERO: we got an average action hero of the Nicholas Cage/Steven Seagal type in a bat-suit. However, I haven't seen The Dark Knight movie with Heath Ledger yet and I still hope that it will be more exciting. See my comment there."
214,"I'd think 16 years later more people would start recognizing this for the campiness that it is. Give me lame special effects over this quick-editing mess that doesn't even try to show Batman's abilities on the screen.Other than the editing, what is really dragging this movie down is the scene where Batman saves the girl from the high-dosage of poison. ""She doesn't have long"" turns into a 10+ minute unnecessary delay. I feel bad for Katie Holmes who had to act out fear and dying for 10 minutes, with nothing to do but sit in a car. Why didn't Batman carry a spare dosage of anecdote with him? Because this Batman is stupid, that's why.So the Bats just spent 7 years learning how to be invisible. Now that he has escaped the building and is unseen in the alley, he decides to get inside his large conspicuous bat-tank and lead a chase throughout the city while news helicopters film him. After causing the destruction of several police cars (nice heroics, Batman), he gets on an unpaved road and drives straight to his batcave in the rain. As if the police can't follow the tracks of an 8-wheel tank in the mud. Sooooooooo stupid.Now that Batman, as Bruce Wayne, is at his birthday party, he is surprised by Ras Al Ghul. Why Rassy decides to reveal himself is beyond me, it goes against everything the character stood for in the first 30 minutes.And Bruce Wayne, who defeated Ras the first time because he used a distraction, cannot beat Ras on Bruce's home turf. Bruce didn't install anything in his OWN HOME that would be useful in a fight situation? Turns out he learned literally nothing in 7 years' training.Also, love how Bruce just stood there watching goons pour gasoline in his home and light it on fire. LMAO. If he had fought them before the fire, he probably could have won, captured Ras, and kept his house from being destroyed. (And since the goons escaped we now have a loose end of 4+ people who know Batman's identity and this is never addressed.)The film shows Scarecrow fear by using a shaky and blurry camera reminiscent of the low-budget Blair Witch Project. Katie Holmes defeats the Scarecrow with just a taser (btw, where was her taser during the first encounter with the Scarecrow?) The fear-struck drugged citizens that are supposed to be rioting are like slow-walking zombies that do no damage.""I won't kill you but I don't have to save you"", what a line, what a line. It's not like Batman orchestrated the removal of the train's tracks and then incapacitated Rassy so he couldn't quickly escape. From this angle, Batman's character arch went from saving his nemeses to murdering them.The only saving grace in this movie is that Katie Holmes gets Bats to reveal his identity, and then she rejects him. Hilarious."
215,"By that, I mean one that everyone talks about will be so great, and one you wait for and know it'll be something excellent. But then as it is finally time to light, it turns out to be a great big dud.I expected something good, something new. We're talking about the Beginning of Batman, obviously enough. What I saw was a great big budget completely wasted on a script that wasn't written all that great. It moves so fast that ten minutes into the film so much has happened and you're left questionable to what the hell is even going on yet. I believe the term is Push-Plot, where they wanted to just skip all the boring scenes that would take their time and have plenty of room for the Deleted and Extended scenes section of what you know will be a special edition two-disk DVD set like every other comic adaptation.So much happens and so fast that it really did feel like the film makers decided to cut the only ten seconds of action from every well written scene and decided to just paste moment after moment to the point where you see so many jumps that it nearly gets annoying trying to catch up with what happened twenty seconds ago compared to what the hell is happening now. It left me and the few I was with very confused and looking around to mutter ""wait, what just happened? Now he's over there ... now he's back.. What just happened??"" and the little action there was, like a big firework, promised much and then delivered dully and barely enough to keep the viewers entertained.Something most might be disappointed on is the fact that this was not a film as promised that goes back to the original comics. But in reality it's a now-days presentation of what the comics would be, had they been written only a year ago by a guy who only had somewhat of a cool idea for a new comic character who dresses as a bat. If anything, it only steals from other newly comic adapted movies, like Spider-man and Superman (with starting him out with a lame costume, and saying Bruce Wayne is the mask Batman hides behind.) and alike all the other previous made Batman movies, hell, even leading back to the old TV show, This just seemed like a movie that wanted as many Big-Name Hollywood stars to be the cast as they could. Don't get me wrong, Bale plays an excellent Batman when he has the chance, and it's not his fault the writing was bad. The villain (Cillian, the Scarecrow) was one of the best characters, and his screen-time was seen more in the previews than it even was throughout the whole film!Over all it was an utterly predictable movie, with too much fast action and not enough plot to enjoy or even understand what's going on half the time. My biggest complaint is the bat-mobile .. What the hell was the point of making it some lame kind of tank? While the other films got very in-touch with fantasy, and maybe too much even, this was a film that the makers wanted to make a little Too real, and it ended up coming out as an even bigger joke than the rest. It's truly sad to say that the previous films, including the so horrible Batman and Robin was even put together more well than this one was. It's reasons like this that the great Tim Burton backed away from the series, and we all know that's true.** 2 out of 10. Save your money, wait for it to come on cable instead."
216,"""Have you ever danced with the devil in the pale moonlight?""So sayeth Jack Nicholson in a riveting performance as The Joker in an earlier film about the caped crusader. There is not a line, a performance, a character, a joke or an idea that comes close to matching that single piece of sublime brilliance here. Burton's ""Batman"" of 1989 had class. It had vision. It had style. It had character. Christopher Nolan's ""Batman Begins"" is the antithesis of that former picture in almost every conceivable way. As a fellow film fan put it: ""Batman Begins"" is like eating dry toast with nothing to wash it down."" But what is the problem here? Surely this is the film, according to critical and fan response, that has brought Batman into the light? Well, sort of: only in the literal sense of taking him out of the shadows and placing him where he does not belong. Nolan has crafted a picture that works against the inherent absurdity and twisted elegance of Batman. Like scaling Mount Everest with one's nose instead of one's feet, he has attempted performing the impossible and only proved that it cannot be done. Many people have cheered a naked emperor and his picture. It is a picture that embodies the faceless studio system that spawned it and aggressively sells itself as vapid entertainment disguised as ""art"".A good comic adaptation needs a good protagonist. In ""Begins"", which seems only natural, it doesn't get one. Bale physically looks the part as Bruce and even brings some reckless charm to the part - but he's ultimately too bland and joyless. Even worse is his Batman: a sinister, angry, uninhibited creature who blunders and blusters his way through the film's second half. Keaton may have looked less imposing and suave as Bruce Wayne -- but his eyes did acting aplenty. Keaton, like Christopher Reeve as Superman, knew that understatement was the key to suggesting immense intelligence and grace. But Bale's Bruce lurks as a non-entity and his Batman is ultimately overplayed (that gritty voice, some pained imitation of Alec Baldwin or Clint Eastwood, takes the cake).Not even the presence of other heavyweights saves this film. In fact, in many ways, it works against it. What is the collective might of Liam Neeson, Michael Caine and Morgan Freeman doing in the same picture? This is Hollywood product. Of the three, it's Caine that fares the best: he brings real authority and palpable humanity to butler Alfred. Neeson, however, delivers a villain as lifeless and flat as Morgan is cool and collected (I don't see Lucius Fox -- I see Morgan Freeman playing Lucius Fox). Katie Holmes, Rutger Hauer, Cillian Murphy and Gary Oldman are the best picks here: smaller names with real talent that work to the film's advantage. But it's not enough. Not a single person gets under the skin of their characters and actually does something memorable.It's not that Nolan hasn't tried. There are some inspired touches. Several early scenes between Bruce and Rachel, when Bruce is a foolish young man with a gun in his pocket and a chip on his shoulder, hit their mark; several later scenes between Bruce and Alfred are also infused with genuine warmth and emotion. Nolan also concocts some clever visual pieces - young Bruce watching stage performers morph into bats, the Scarecrow's vile hallucinations - that suggest a depth and power otherwise muddied or missing. The early cinematography, where the bleak Asian mountains are used to represent Bruce's cold psyche, is incredibly effective. There's even a moving line here and there: ""Why do we fall? So we can learn to pick ourselves up"".Batman is a dark hero - but his cinematic outings should inspire. The other big pictures of 2005, ""Revenge of the Sith"", ""Sin City"" and ""King Kong"", are rich in style and substance. Begins just flaps about in its own excrement. In attempting to be so literal, it forgets how to be abstract and entertaining. Bruce's training is a prime offender. Why, in six films, did George Lucas not once show any of the Jedi training to fight or construct their lightsabres? Because it wasn't necessary! Ra's Al Ghul repeatedly attacks Bruce and rattles off hollow soundbites like: ""Training is nothing. Will is everything"". All well and good - but Yoda said a similar thing in ""The Empire Strikes Back"" and then put his words into action. ""The Empire Strikes Back"" didn't just tell, it showed, and in lifting the X-Wing out of the swamp, Yoda taught Luke and the audience more than they thought possible. Such awe and wonder are alien to this film. Hollow sentiments like, ""It's not who you are underneath, but what you do that defines you,"" again spelling things out, just rub salt into the wound.The film's narrative wants to be epic and serious - but it undermines itself at every turn. Bats don't attack people. People don't fall hundreds of feet and live to tell the tale. The technology that Bruce wields wouldn't have gone unused. Bruce refuses to kill a prisoner but then blows up an entire gathering (complete with said prisoner) and later leaves the villain to die. In fact, Ra's Al Ghul has no believable motivation for wanting to destroy Gotham (his explanation is downright laughable). The climax then plays out like ""xXx"" or the poorest of the James Bond features. People who crave good film-making are advised to look elsewhere. As if the other problems weren't enough, the horrific editing and tepid scoring kill the flow and scale of the film dead. But that was never going to be difficult. Even the woefully excessive ""Batman and Robin"", the previous nadir of the series, wasn't shackled in pretense. Nolan definitely danced with the devil in the pale moonlight. This isn't art or entertainment - it's mutilation."
217,"This has to be one of the more disappointing movies I've seen in a while. With such a top-notch cast of talent with names such as Christian Bale, Morgan Freeman, Michael Caine, Liam Neeson, and especially Gary Oldman, one could be expecting to see a high-quality piece of cinematic entertainment.Unfortunately, this was far from the case.I used to be an avid comic book collector in my youth, and while Batman was never one of my favorites, I looked past that and put that past to keep an open mind and let the movie speak for itself. It really was not well-spoken.The plot, while unlikely, is totally non-cohesive and one finds themselves constantly laughing throughout and the nonsense they are watching. The characters are weakly written (especially Gary Oldman's pathetically boring 'Good-guy' cop) and the screenplay could have been conceived of by a 12 year-old C grade student. I only watched this because it was on sale after Thanksgiving for $4.88 on DVD and I can honestly say it wasn't even worth that.If you are really in the mood for a good comic book movie, watch the first X-Men movie. You will be far less disappointed."
218,"This film is severely under par and overrated! Nolan's directing should have propelled this adventure to the cosmos, but just like the character himself, it falls flat on its face. Nolan is no action director, and it shows! Too choppy and too damn close. You need a second set of eyes to see what the hell is actually happening during the action. The music, or rather lack thereof, was horrendous. Warner Bros. hired Zimmer and Howard to compose an orchestral masterpiece, and all that was made by these two men was a two-note fanfare!? How disappointing! The bat mobile chase, the training montage, and the ""climactic"" train sequence were so cliché. Didn't we already see this in a certain web-slinger's movie. I read that Nolan used about half of the budget on the car and train chases. Where did it all go?! The tumbler chase is just loud and uneventful. The ""monorail"" has three layers of train tracks, and only ONE car on ONE track was used. What potential the climax had! What a let down! The villains were stupid, but well acted. Cillian was neat, but his Scarecrow needed more than 1 minute of screen time to make an impact on the psyche. For sure there will be a sequel, but ""Begins"" has nothing on ""Memento,"" ""Insomnia,"" and ""Following."" Does ""sucks"" have three or four U's? Happy Viewing, If you can."
219,"Well...this is just another bad action movie based on a comic book -that has nothing to do with the original book. First of all ,the movie has changed the entire character of Bruce Wayne -he's not an arrogant one like Christian Slater's acting ;he's more like a quite rich and respected gentleman who's life as a superhero are way different and separated then his life as another everyday person. And besides -the batmobile is just ridiculous in the movie -I mean ,a heavy kind of an armored tank....? what's wrong with you people?...the batmobile is way different in the book ,not mentioning all the unnecessary special effects around the movie and the random sequence of events (bad scrips and bad writing...). In conclusion: dry ,boring ,another pointless remake -too overrated and too hyped."
220,"Batman begins is the beginning of an era of all around bad movies. Bad acting, bad directing and bad writing. Did anyone else notice batman had only one expression, the blank gaze. Except when he was really angry, that warranted a shaking jaw. His low, ""I am Batman"" voice got increasingly gruff throughout the movie, to no benefit whatsoever. His interrogation routine was severely flawed, what with the administration of insanity gas prior to shouting clichéd questions, to a now incoherent being. His defense mechanism was to jump off buildings at any sign of danger, and he couldn't even manage to lift a log of himself, despite the adrenaline that should be coursing through his veins, without the encouragement of Alfred. To top it all off, Batman was just a tool in general, wiping out hordes of innocent people for the sake of petty revenge. I miss the good old days, when superheroes weren't required to let angst affect their every move, driving included. Bring back the Batmobile, that hunk of machinery was a pathetic replacement for some long lost masculinity. All in all, the highlight of the film, and some of the best acting, was the hobo.End rant."
221,"I am a religious Batman fan(sadly, haven't gotten ahold of the comic books yet), but this? This movie, is a pure annoyance.Ra's Al Gul? Could have been played so much better by his right hand man, Liam Neeson. Al Gul is not of any other nationality. If anything, he's British. And I love Cillian Murphy to death, but Doctor Crane is a gangly, red headed maniac. Not a drop dead gorgeous man. Comish G, perfect performance by Gary Oldman.I like how they used not so popular villains in this movie, but thats about it. Storyline is utterly insane. The police force/authorities of Gotham in a ""league of shadows""(another non-popularvillain group of 'Vertigo'...bad mix of villains in my view.) to ""fix"" Gotham? No way. Never.If they rushed this movie to get it out to the ""Crying"" public, they should have waited and saved up money to get people that actually FIT the freaking character. Like Liam Neeson was PERFECT for Ra's Al Gul. PERFECT! When he first appeared in the movie and he said Ra's Al Gul, I was thinking that he was saying he worked for him, but really was him. I mean, come on! The goatee/mustache IS Ra's Al Gul! DID NO ONE ELSE SEE THAT?!?! (but then again you'd have to have seen every 1990's Batman Animation Series episodes over 3 times each ^_^) ...and weirdly, Christian Bale looked a bit...chubby in the Suit. (Honest, no joke. Sorry Bale.) The bottom line is, no one will ever get it right. Jack Nicholson, ruined Joker. I fell in love with the cartoon character and then wanted to burn the VHS of the first Batman because of it! Michael Keaton? Don't get me started. The film industry just DO NOT understand Batman, and never will. They never keep the story straight, or it all in the same book! But they never will make the movies the way they should be, because in their world, it's all about money, and not justice to the story.And yes, it seems they are making a new one. I checked out the man they're talking to for The Joker. And all I can tell is, they want him for his nose. Bad idea, boys.But I will see it when it comes out, only for 2 reasons.The Joker and Harley Quinn. (IF they feature her. My favorite role model in life ^_^)"
222,I went to see this because of the hype just like dark knight and was so disappointed. It was boring just like dark knight and I'm NOT just a troll. Just not a sheep
223,"Having just watched the DVD release of this summer blockbuster, I have little to report in regards to Batman Begins, other than these few words: exceedingly disappointing. After an enthralling and intelligent 40 minute preamble, the story slides into a cookie-cutter WAL-MART stocking-stuffer. What a shame - great cast, interesting setup, beautiful sets, intelligent director - but lousy bloody script! What a shame Hollywood shows only an interest in producing lunch-pail products. The film ends in one's mind before you switch off your television; you know he gets the girl, saves the city and punishes the bad guys . . . and yet, this film is so obvious and predictable, I had to watch it to the end, just to ensure it WAS predictable. Ah well, I've lost all my faith in comic-book to film adaptations. At least Sin City pushed the limits (of good and bad taste). All Batman Begins pushes are a suggested sequel, a Mac Ronald's promo and some Chinese action figures."
224,"I know I'm in the minority, but I found this to be a spectacularly bad film on almost every level. Michael Caine and Liam Neeson, fine actors who often seem to take roles to pay off their credit card debts, turn in the worst performances of their respective careers. Christian Bale turns in a stunning, or rather stunned performance (he seemed to be under the influence of some kind of heavy sedative). Only Morgan Freeman and Katie Holmes gave performances worth mentioning. The first because although he's in another of those ""wise prophet in bad movie roles"" that he seems to specialize in these days, his performance is warm and energetic. His Fox is actually likable -- in a three-dimensional way. Holmes turns in her best performance since Dawson's Creek. It's not saying much, but it's something.The plot and the characters is beyond unbelievable and, in some ways, downright offensive. Bruce Wayne's father, a billionaire industrialist who also happens to be a physician, who builds a monorail -- a MONORAIL! -- to pull the city out of a depression (but not the national economy? Does the monorail go all the way to Metropolis, too?), and centralizes all transportation and the municipal water supply in his own corporate headquarters is a good guy? Huh? Sounds like a megalomaniacal John D. Rockefeller-meets-Boss-Tweed type, actually.This isn't a minor point, since the father is central to Bruce Wayne's motivation (and his hackneyed Oedipal -- we saw it in Star Wars -- relationship with Neeson's Ra's Al Ghul). What the film is saying is that, without the intervention of corporate capital (Wayne Enterprises), the body politics will collapse in on itself; that the corporation -- Halliburton, maybe? -- will save the nation where civil society has failed. Make no mistake, Bruce Wayne is NOT a lone vigilante; he is the enforcement arm of the trillion dollar corporation he runs and which arms him. Given the state of things today, I find that disturbing.The plot is so full of inconsistencies, that I wouldn't know where to start. The one that leaped out at me and had me shaking my head the most, though, was the idea that the best way to stop the microwave weapon from blowing up the central water system was to send it sailing into the central water system. I'm no physicist, but wouldn't the pressure built up from the vaporized water leading INTO the central system cause it to blow? Wouldn't it be possible to blow the whole thing up just by getting close? There's not much to be said for this film. The long shots of Gotham City looked like the backdrops of a mid-90s video game. The on-site sets looked like they were trying to do Tim Burton without actually having the faintest idea how. I know Gotham is a declining megalopolis, but why does the WHOLE city look like a slum -- except for Wayne Manor, which seems to be in the foothills of the Scottish Highlands with nary a road nor a telephone pole, nor a building to be seen up to the horizon.I understand that superhero films require a suspension of disbelief. That, in fact, is part of their appeal. This one asks the viewer to suspend far too much. At the same time, it asks you to swallow an ideological message that only George W. Bush could love. That's just way too much."
225,"quote. When I heard they were making another Batman movie that explored the origins of Batman with promises of a much better conceived portrayal of the dark knight, I was very excited. Then, when I heard that Christian Bale who's famous for his dark and sinister characters in ""American Psycho"" and ""The Machinist"", was going to play Batman, I got even more excited. Then, the announcement that Christopher Nolan of ""Memento"" fame was picked to direct it, and I was almost certain this film was to not only be the best Batman movie in the franchise, but the best film of the year! Then I saw it.Needless to say, I was a little disappointed. The movies seemed to fall flat in a number of places. For starters, let's begin with direction. With Christopher Nolan in the drivers seat, I kind of expected a tight, clever plot with a less formulaic film style then what was presented. Sure, I mean Nolan had to stick with the script that was given to him and not tamper with the story of Batman. But I felt that the story could have been better displayed. The action scenes in the movie were too quick and flashy, leaving the characters on the screen virtually indistinguishable from one another. What I took away from the film was that it was loud and there were a lot of flashy action sequences where apparently something happened. The film seems to move too quick in some areas and too slow in others. I mean, was the entire process of becoming Batman completely necessary. At least the previous films left some sense of mystery of who Bruce Wayne was and where he got his bat gadgets. I mean, who really cares when it comes down to it? It took away from the plot of Batman Begins.Let's talk about the acting - subpar at best. Hollywood actors should have to have licences to act then Katie Holmes should have hers revoked for her role as a Assistant DA. She was about as convincing as an attorney as Denise Richards was as a nuclear scientist in that stupid James Bond movie. She was supposed to play Bruce Wayne's (Bale) love interest but the on screen chemistry between the two is laughable. Bale's acting was OK, but not like anything we've seen him do in the past. I think if he portrayed Bruce Wayne more like his psychologically tormented character Trevor Reznik in ""The Machinist"", we would have had a better movie on our hands.All in all, this movie wasn't anything special. It was your typical Hollywood formula, good guy versus bad guy, special effects extravaganza with no real value at all.A very forgettable film with bad acting, unnecessary scenes, poor direction and a penchant for overkilling the point. Yes, we understand Bruce Wayne doesn't like bats, and he has to overcome his fear and bring justice to the city of Gotham and yadayada.....blahhhhhhhhh! This oversimplified account of the story of Batman should have been given a different title - ""Batman for dummies and for people that like things that go vrooom and boooooom!"" In its defense, however, it was better than that god awful ""Batman and Robin"". If you really want to watch a good Batman movie, watch the first one. end of quote. the best it can get is 5. I voted 1 just to try to make the result balanced a bit."
226,"Wow, can you say ""boring"" any louder? I am a Batman fan, but this movie was just ridiculously boring. i mean seriously, it actually starts out with a little boy stealing a small rock from a little girl, and then he falls down a hole. talk about your exciting film openings. ah well, anyways, years later, he is Bruce Wayne, the only white man in an English-language Chinese prison. Bruce is pretty rich back in America, but he had himself sent to a Chinese prison so that he could train himself to beat people up, because he's peaved about his parents getting shot by a lame mugger. Okay. Then, he meets a guy with some sort of unpronounceable name, and this guy wants Bruce to join his group of evil ninjas. So, Bruce is like, ""Evil ninjas? Where do I sign up?"" Of course, when the evil ninja training is finished (wich totally sucked) and they want him to kill somebody, Bruce freaks out and burns down the whole place, probably killing quite a few people, very not Batman like since he vowed not to ""kill"" anyone(though Michael Keaton's wasn't a complete wimp like bale is here). Okay. Then, he goes home to rejoin the business world and fight crime. Luckily, he meets a guy at his father's company, and this guy makes superhero equipment for a living. Talk about your happy coincidences.David Goyer must be stopped. Seriously. I have no idea how anybody could have looked at the script for this ****ing abomination and said, ""Hey, I want to make that!"" How many lame-brained action movie clichés can you fit into one film? How much cringe-worthy cheesy dialog can you make your overqualified cast choke out? How much cheesy sentimental bullshit can you squeeze into a movie about a guy fighting crime in a modified s&m outfit? If you're David Goyer, the possibilities are endless.I cannot believe the ratings this film has received. It is a good example of what happened in ""The Emperor's New Clothes"". Long story short, two con men convince everyone that they've made luxury clothes for a king when in reality, they have made nothing. According to them, only those worthy enough can see the clothes. Everyone fakes that they can see them, including a very naked king, so that they can feel worthy.My God, this fable fits ""Batman Begins"" perfectly. It is an overblown, poorly written, stiffly acted, and badly photographed film. The action is completely ""been there done that"" and is photographed WAY too up close, like many bad action movies of late. Christian Bale has a monotone voice and has NO EXPRESSION! Not ever. He frankly looks bored most of the time. That really bugged me. And yes, his voice as Batman was just plain embarrassing. It felt like an SNL skit of Batman.I truly think that the marketing of this film was solely based on the idea that ""Batman Forever"" and ""Batman and Robin"" sucked. They weren't good, but lets remember, they each made a good amount of money for so films so critically drubbed. But they made money because people were entertained, even if they are too chicken to admit it. But Nolan gets to show us that they were stupid and frivolous movies and that he's going to blow them out of the water by being adult and intelligent. Audiences don't want to feel stupid, they LIKE feeling smart, thus with open arms people have accepted ""Batman Begins"" because they are told it is dark and unlike any other. But people truly are making more of ""Batman Begins"" than it is.It strives so hard to be realistic and profound that it strips the energy and excitement form Batman. People talk in heavy handed riddles and the dialog is leaden and pretentious. And the plot is at times damn confusing. Characters appear and disappear, only to change motivations or create new motivations altogether. Blue flowers and weird organizations come about hoping the audience can fill in an explanation, and some Asian guy...has seemingly no purpose whatsoever, but appears in the film long enough so that one thinks hes there for a reason. Also, the montage of Batman training was very scatter shot. What did they show? Really...I think they just quickly edited a few hundred frames of nothing. The Pre-batman stuff, you know, the ""Begins"" part of the film, wasn't very strong at all.In the end, I didn't care for anyone, because no one was developed! You can talk about fear all you want, but fear is not a character trait, nor is revenge, and Bruce had seemingly no character beyond this. Maybe its Bale's fault, as he was stiff as a corpse, but Bruce never felt real.This is so far a very harsh review, so why would I even give the film a 4/10, when thus far it seems closer to a 2/10 from my perspective? Out of respect to Michael Caine, Morgan Freeman, Gary Oldman and Tom Wilkonson. By casting respected, award-winning actors in small parts, some which are truly perfunctory, each man is only given a few moments to strut their stuff. I cherished those moments because even in a bad movie, these guys can act. But really, Gary Oldman in a small role as a humble cop who - basically does nothing?? Come on! Overall though, this is a huge letdown. People cite the darkness, and the depth of the characters, but the film is as deep as cardboard. You need not look farther than Bruce's relationship to Katie Holmes' character to see that this film is truly just a shallow hackneyed popcorn movie with a serious identity crisis, and really good marketing. If you want to see a REAL Batman movie that is not boring and actually takes risks and is original, see the aforementioned first 2 batman films BATMAN and Batman Returns. Thank you for reading."
227,"Whether you like this version of Batman or not ultimately depends on how faithful you are to the classics. I am a huge fan of Batman the Animated series created by Bruce Timm and Paul Dini, as well as Tim Burton's Gothic interpretations, not to mention the Dark Knight Returns by Frank Miller.Batman to me has always been a tale of how good people fall into sin and how everyone has a dark side. The star of the show isn't Batman himself, but the supporting cast of villains, each committing acts of crime out of revenge or redemption. All of them had a heart and were once human, now trapped in a shell of a monster. The profound thing about it all, was that Batman himself was just as insane as the people he brought in, only he believed he was fighting on the right side of the law. You get none that here. All villains commit random acts of terror, determined to destroy Gotham because they think its a cesspool.But I think the thing that bugged me the most was how they fundamentally changed Bruce Wayne's character in this movie. In the animated series, he is indeed portrayed as tortured soul but he also comes across as being a highly intelligent and sophisticated man. He was able to take down guys like Superman in Dark Night Returns, simply because he was able to outsmart him and was very resourceful. A key point that they missed in this movie was the inner struggle Bruce Wayne has to want to give it all up and settle down with someone he loves. One of my favorite moments for example, is in Mask of the Phantasam where Bruce Wayne is at his parents grave in a thunder storm, begging them to release him of his vow. He is in love with Andrea and wants to spend the rest of his life with her. He cries and begs for a sign, in which Andrea then shows up and two begin crying in each others arms. Bruce was actually happy. It wasn't until Andrea left him that he accepted his fate as Batman. This Batman has none of the human qualities from above. He can't laugh at himself and is full of pure anger and rage. He's almost like Spawn. In fact, the parallels are dead similar with him scaring the crap out of his villains before taking them down. Spawn of course is cooler given that he actually gives the bad guys what they deserve by decapitating them limb by limb.Okay, so let's not compare animation and comics, let's just focus on the film instead. Does it surpass in Tim Burton's movies? Hell no. Sure, Tim Burton didn't have all of the special effects technology that we have today but his twisted imagination allowed him to create a world that was totally Gothic and true to me. I liked the idea of smiling clowns blowing fire from their mouths and monkeys armed with machine guns. The Batman of the past was actually fun to watch as he'd stuff the fiery baton down the jesters throat and pick up two mimes and knock them out by bashing their heads together. It was always the cutest of things doing the evilest of deeds, like the marching penguins in Batman Returns.Burton was also faithful to the love interests of Bruce Wayne as well. It was always set up like a Greek tragedy with the love of his life being the villain he tried to stop. I also like the old Batman costume, the old batmobile and the old batwing. Michael Keaton also played a much better Batman than Christian Bale in that he always looked cool and in control. In this movie, Bale sounds like he has a frog stuck in his throat whenever he tries to speak and the mask he wears makes his head look a bit too big.But I think the crushing blow came at the end, when they tried to reintroduce the Joker. I loved Tim Burton's version because the Joker's whole purpose in that movie was to harass Batman, being that he killed his parents and was the one villain who could outsmart him. I hated how they changed that because Batman in reality is just as responsible for putting villains in his own life as they are for fueling his drive for vengeance.Overall, I have to say that this movie was bad. The fights scenes made no sense whatsoever and were put together by a bunch of stunt men, made up of 60 different takes. It totally blew up everything I came to love and respect about the dark knight and lacked the emotion and humanity of the original series. We didn't need another movie explaining his past, Mask of the Phantasam did a much better job with a lower budget too.I understand that they want to remake Batman for the new generation of fans but if this is the best they can do, then I'm hopping of this train right now. In the meantime, I'll just stick to the classics to remember Batman in his glory days."
228,"I can see that I am in a distinct minority here, but I really found this movie quite hard to sit through. I can also understand why people loved it...it looks great, the cast is top rate, and the direction is stylish and serious. It is also such a huge improvement on the cheesy nonsense of some of the previous movies. So where did it all go wrong for me? I was right there at the start, I loved the scenes of Bruce's fall and recovery, and I was really engaged when Morgan Freeman was getting out the Bat-based goodies. It really fell apart for me when the plot veered off into stuff about an unidentified bad guy (obviously Liam Neeson's 'sensei' character) plotting to stick some hallucinogenic gas into the air with the aim of destroying the city because the city is bad. Somehow it just became convoluted, but without the necessary tension to keep me interested. By the end it was a matter of supreme indifference to me if Batman lived or died.Such a shame, and hence the harsh rating, but I am very hopeful that the next movie will sharpen up the plot a long way, but retain the excellent style of this movie."
