,Review
151,"Nothing thrilling, it is more like a procedural with some twists. The procedural wasn't tense and the twists therefore just happened along the way.To me there is a nonchalant way of telling this story, embodied by the ever nonchalant Pacino. The Internal Affairs back-story may have looked brilliant at the time, but it totally dilutes the case and actual setting. Choosing permanent daylight season may have looked brilliant too but it loses the edginess of a tired cop too used to open his eyes in the dark.In the end nothing really caught my eye - I would even say I found the overall editing of the story choppy - and most of all the Insomnia gimmick didn't work and fast became annoying."
152,"After the intruiging 'Following' and the aclaimed 'Memento' I was expecting nothing but the best from this third offering by Nolan. But man was I dissapointed. The two storylines are neither very interesting nor exciting, and personally I couldn't care less how the movie would end once I sat halfthrough it. The beautiful scenery, good acting and a brilliant scene with a light switched on (you *should* see the movie for that) don't really make up for it. I gave it 4/10."
153,"I refer mostly to esteemed director Christopher Nolan, actors Al Pacino, Robin Williams and Hilary Swank as the most notable here. To be honest I wasn't impressed with any singular aspect in terms of scripting, cinematography, directing, pacing, setting or anything intrinsic to great film-making. Even taken together, I did not find this picture particularly engrossing.Al Pacino's performance is best described as workmanlike. There is none of the showmanship or nuance displayed in Scent Of A Woman, Devil's Advocate, Heat or The Godfather. Bereft of a good script or a chance for one of his trademark speeches, Pacino relies on hangdog expressions as much as Julia Roberts relies on doe-eyed expressions in Notting Hill. From an actor of such obvious ability, this is disappointing. Robin Williams fares no better as the villain. He employs subtlety in a similar manner to his role in One Hour Photo but the effect falls flat here as his character fails to have any depth. There is no reason to hate him, there is no reason to understand him, sympathise with him or be terrified by him. Hilary Swank tries her best with the material but comes up as short as the rest. Martin Donovan is utterly forgettable, even considering the use of flashback scenes and mild hallucinations.The most disappointing aspect has to be the direction. Having seen such fine, genre-defining work from Nolan, it's very sad to see him flounder with this. I didn't necessarily expect clever trickery, complex editing or any of his other hallmarks, but with greater attention to the style and mood of the genre (in this case detective thriller with some film noir undertones) he could have made this much more engrossing. Instead we're lumbered with slow push-in shots, standard alternation between close-up and distance shots for action scenes and pedestrian back/forth shots for one-on-one dialogue. The entire direction fails to create a sense of mood or tension. Even the relative beauty of Alaska is not exploited, or even used except in one short scene where Pacino loses control of his vehicle.There is no sense of progression here. A complete absence of short shocks or built-up set-pieces further desecrates the picture - well, more accurately they are THERE but they're completely ineffectual and usually feel forced. You feel them coming because you've seen them done better in countless other pictures. Al Pacino does not seem any more of an insomniac at the end than he does at the beginning - it's not the make-up, it's the lack of performance. Robin Williams comes in too late and as mentioned, adds no drama or tension.The whole thing plods along without ever taking off. I was waiting for a defining moment, a spark, some kind of twist that would offset some of the obvious weaknesses but it never came. There was never a moment or a line that explained the predicament and gave the film the deeper portent it was aiming for. The plot unravels in ones mind only moments after the credits roll with notable holes and lack of substance.Perhaps I've been spoilt by such great film-making I've become jaded, but considering past performances by the creators I wasn't expecting to be left in such a malady. I am reminded of the recently released 88 Minutes which I happened to see before this picture. Sadly, although that picture is also far from top quality, I happened to find it somewhat more effective."
154,"This movie is essentially about 'cover up'. Two people and two deaths, linked together. One is a cop, another is a killer. Together, in secret, they work together. Until. Killer decides to punch another cop and take their weapon. What the heck? The entire movie is about 'getting away with murder(s)' and now you have gone and punched a cop that is questioning you...WHY why WhY? You may love everything else about this movie, however, the change of pace towards the end made no sense. The movie was slow at times, too! Great acting and cinematography."
155,"I like Al Pacino,I like Robin Williams,I do not like this movie.Are there not pharmacies,hardware stores,or department stores in Alaska.This movie is slow,un-motivated,and desperately lacking entertainment value.Al(mostly) & Robin manage to keep my opinion of this ""flick"" above a 2 or 3 star rating.Before seeing this movie I advise you to take a stimulate of some kind to keep you awake."
156,"I'm out of order. This film was out of order. I was looking so forward to seeing a great film, but i saw this instead. Al Pacino could have said ""hoo hah"" the whole 110 minutes of the film, and still come closer to being a decent movie. Maybe the reason he had a hard time sleeping was that he felt guilty for making this movie? He should have refused this offer."
157,"You Have Got To Be Kidding! How could so many intelligent movie lovers be sucked into rating this film so highly. The IMDb staff should be ashamed for falling for the ""star-power"" and credentials involved in this disaster.At best, Insomnia is predictable, uninteresting, emotionally flat (except for Pacino's performance - which seemed totally out of place among such boring bland and uninteresting performances). Robin Williams is not the slightest bit convincing as a psychotic author/murderer. Swank's character was every bit as flat and lifeless as the rest. Predictable, boring, and thoroughly forgettable. There was surprisingly little emotion (anger, betrayal, bitterness, sorrow, depression, whatever) conveyed as she witnessed the fall of her hero. The plot is given away so soon that the only tension created in the film is Pacino's insomnia - which makes this film as interesting, gripping, and engaging as actually having insomnia.This is definitely not a ""Thriller"". There was no suspense throughout the whole movie. I saw it twice and waited for it - the music told me it was supposed to be there but film I saw was anticlimactic.I have to give some credit to whoever tried to save this story by throwing in the ""good cop makes a mistake""/cover-up type subplot. It was almost interesting enough to watch Pacino's character wrestle with the white nights and a crippling conscience. But then those other cardboard characters would interrupt and turn the plot focus to into vanilla ice-cream on white bread.Now, don't get me wrong, I love Robin Williams and Hillary Swank. They are extremely talented and I would probably make a point to see any movie they are in. Memento is a landmark film in independent cinema - I loved it! They all deserve the awards they received for those specific films. BUT, the ugly fact is that, despite the talent and ""star-power"", they made a bad movie together. For what ever reasons they didn't deliver performances worthy of their best work. It happens to the best. My problem is with the reviewers, critics, and educated movie buffs who ate this vanilla ice-cream on white bread and called it gourmet cuisine - just because of the names in the credits and the hardware on their mantles. Shame on you all."
158,"**SPOILERS**Pluses for good performances by Pacino and Williams combined with the magnificent nature of Canada (Alaska in the film). What makes this a major stinker is that it is a majorly softened version of the Norwegian original, to meet the commercial demands in the States. Skarsgård's unpleasant personality was the core of the original's success. Some examples of the changes include: the dog Pacino shoots is already dead; Pacino does not feel up high-school girl; Pacino does not have aggressive foreplay; and the ending is awfully moralizing. Complete miss by the overrated copycat Nolan (Memento was not the first of its kind). Rating - 3/10"
159,"Very dull movie. Starting is good but middle long portion only feels boring. Climax is in hurry and predictable. Attitudes of Al Pacino is shown in initial interrogation is not continued further. Moreover his partner is killed by him mistakenly is been a big issue in the story, whereas AP did not kill him intentionally. This big issue makes movie lack its grip of suspense or mystery of murder. In other word to feeling guilty for parterre's killing is dominating whole story otherwise it could be a good suspense thriller. Acting by Al Pacino is just okay. Hillary Swank has a spark. However movie is not recommended."
160,"With all due respect to Al, Hilary and Robin, what happened?  How did it happen that three Oscar-winning actors put together such a ho-hum film? There was no suspense to speak of, and I neither liked nor disliked any of the characters.  Was indifference what they were going for?  The only emotion this movie wrung out of me was an overwhelming, ""Is anyone ACTUALLY this stupid?"" when it came to Pacino's character.  Please."
161,"The original version of the film, made in Norway, was far better than this version. The original was easy for Norway to do, Much of the country is north of the Arctic circle with larger towns there (It was filmed in Tromsø, the worlds most populated town north of the Arctic Circle) but for an American film, the only place in the US to do a film would be Alaska where the areas north of the Arctic circle are sparsely populated.The choice of actors was also poor. Honestly, can we see Robin Williams, a comic actor playing the role of a killer? Not me. The American version was too ""Hollywoodized"". Al Pacino tries to make it look good, but I strongly recommend the original. I was lucky enough to have first seen the original almost 2 years ago. I have seen it several times since. Comparing it to the new one. I think they tried to copy the original too meticulously.
*BEGIN SPOILER*Some scenes in both versions were virtually identical. Dormer/Engström taping the window shades down in a futile attempt to stop the midnight sunlight from keeping him awake. Dormer/Engström vomiting in guilt in an alley after accidently killing his partner, the killer escaping through a tunnel underneath the shed.Some scenes were slightly changed to seem more action oriented and less suspenseful. In the scene by the shed, the original had the killer alerted to the presence of the police by the sound a thermos breaking. In the new version, we see a thermos but the killer is alerted due to a policeman's megaphone accidently being turned on.*END SPOILER*I give the effort a plus, but the end result is a poor remake of an excellent Norwegian film."
162,"A solid follow up to the excellent ""Memento"" from Nolan. An absorbing thriller, with a beautiful setting. You know where you're going, but there are enough sub-plots to pad out this tale.Good performances from the dependable Pacino, Swank and Donovan. Williams has been praised for a return to form. However I think he's beyond redemption, and was the weakest link in an otherwise good film.."
163,Expected a really good movie with such a good cast plus the positive reviews but disappointing. Had some clever moments and good acting as expected.
164,"I cant wait for the DVD of this movie.  When I find that I cannot stand a movie that others RAVE about, watching the DVD and listening to the commentary sometimes helps.  This one needs it.Having not seen the original version, I may have had undue expectations.  I expected a film featuring Al Pacino as a weary cop being stretched beyond his mental and physical limits by Robin Williams' cunning, manipulative and murderous villain, whose psychological game forces Pacino to pursue his quarry without the benefit of rest.OOPS. My bad. The film proves to be far more simple than that.The Alaskan backdrop is the most compelling and stunning aspect of this film, and is truly great cinematography.  Unfortunately, it does not carry a film who's pacing never builds and never peaks.  With no opening hook, no mystery to solve and no tension of any kind, Insomnia plods along, staggering through a dull haze reminiscent of genuine lack-of-sleep.While Pacino, Williams and Hillary Swank work with the material they are provided, none of the characters are given enough to pull you in.  Oh if they had more to work with... Pacino's descent could have been fascinating, Williams could have been truly chilling, and Swank could have been, well... probably the same.In the end, Insomnia should be taken with a glass of water, 30 minutes before bedtime. Don't drive and don't operate any heavy machinery.See you in the morning."
165,"When a writer fails to adequately research their story they come up with improbabilities and factual errors that distract from the movie.
Since when does the State of Alaska import detectives from Los Angeles?How do Los Angles detectives maintain law officer authority in another state such that they carry firearms, make arrests and pursue suspects?Having lived in the Arctic I can testify that newcomers where eyeshades at night while sleeping. This is common.The Walther PP carried as a ""back up"" weapon by Al Pacino's character is caliber .380 Automatic and not 9 millimeter.I could not get past these goofs and Al Pacino's constant mumbling (my hearing is fine, thank you).Sure was filmed beautifully and the locations were spectacular."
166,"You would think that 3 Academy Award winners would boost the quality of this movie.  Think again.The pace of the movie was plodding, almost as if you were sleepwalking through it.  Now, it may have been totally on purpose, but I was extremely restless, waiting for something (anything!) to happen.  If the movie wanted to convey the feeling of disorientation etc associated with sleep deprivation (and suffered by Al Pacino's character), by God, they managed to do it quite well.I guess I got my money's worth:  I went to a free screening so paid nothing. I would recommend you see this movie only when it shows up on cable (save your money!) and only if you were suffering from Insomnia (guaranteed cure!)."
167,"For me Robin Williams did not fit the role as a mad psycho as he has been in too many comedy films.It wasn't his acting that brought me too this decision as he is an amazing actor its the role he tried to fit into, i could see someone like Joaquin Phoenix filling the part much more convincingly. As for Hillary swank and Al Pacino I believe they fitted the part perfectly and convinced me into believing there lifestyle. I also think that the story line was a bit too weak and should have been more intense throughout the duration of the film. After intense discussion with my class mates, I still stand on giving this weak story line a 4/10. :-I"
168,"I wanted to like this movie but could not. Basically, what you see in the trailers is what you get. There is only one other twist revealed early in the show that you could see coming a mile off. The rest of the movie is simply grinding out the rest of a predictable story. I give this movie two fingers down."
169,"You know that feeling a movie gives you at the end?  This one definitely had it.  Not because it was great, but because IT WAS OVER!  Robin Williams and Al Pacino played their roles perfectly, however, the story left me wanting, wondering If and hoping there was some kind of moral.  The final twist I was waiting for never seemed to come, either.  I own Following and Memento (Nolan's other films), but just cannot say I enjoyed this movie.  This film IS the CURE for INSOMNIA."
170,"If you suffer from insomnia be sure and see this one - -it will put you to sleep. It was a real letdown for me. I had expected from all the hype to see a tense or suspense filled drama, it was neither. It started to go downhill for me from the very first. That the L.A. police Dept. would send two of their best detectives to Alaska to help with a murder case that was totally unrelated to them or L.A. is not creditable. I feel that neither the director or screenwriter knows too much about actual police work as there were other things (e.g. running red lights and sirens blaring to serve a search warrant)that didn't make sense. Puchino & Swank did as well as could be expected with the material they had to work with. Robin William's character wasn't really believable. He didn't seem sinister at all, Just kind of well I'm here"".Chalk this one up as a summertime disappointment!"
171,"Movie Reviews =============Insomnia -------- Everything about this remake reeks of an attempt to censor the original Norwegian film. While no masterpiece, the central attraction of the original film is the morally ambiguous central figure. Outwardly a sophisticated metropolitan hero detective who always get his man and who presents an image of virtue and integrity, the real person is very different. Initially we buy into the image of hero, but the more we see how he operates in private the more we begin to doubt his moral integrity. Everything he does after we are initially introduced to him seems to cast further doubt on his character, and it seems that he is sinking into a quagmire partly of his own making. In the end a fortuitous events resolve matters, the crime is solved and the hero leaves town basking in the glory of another success. All the messy details are packed up and swept away. And so it is of great surprise that the Hollywood remake, like some nasty corporate censor, erases every single act which shows the protagonists moral slide downwards. First of all our expectations are dampened in the remake by making the protagonist not a hero cop, but a cop who is being investigated by internal affairs and sent into 'exile' for various misdeeds in the past. He seems a decent guy, but then his own partner says he is going to inform on him. He admits to out and out framing a criminal in at least one case. This it seems weighs heavily on his mind. This makes him a rather tarnished police officer. We are also not really given any indication of past heroism or why other police officers would look up to him. The original introduces the protagonist as an effective investigator as he takes charge, finds new clues, makes television broadcasts and so on. This is missing in the remake. He remarks as an aside that the murderer has washed the victims's hair, but it doesn't sink in. The introduction ends when the partner is shot and killed and we begin the moral descent.First we meet a rebellious stroppy teen who wants something 'exciting'. The protagonist gives her an extended and unpleasant grope before showing her the place where the body of her friend was found. In the remake this is deleted and the protagonist plays a game of chicken with an oncoming truck instead, which is stupid, out of character as well as pointless. Next we meet a dog that is destined to receive the substitute bullet. Our protagonist has killed his partner (by accident) and the bullet will eventually identify him. During a gun battle with the villain, our protagonist by chance finds the villains gun, something he keeps to himself. Having the villain's gun in his possession he shoots something with it, digs out the bullet and replaces it with the one the coroner found. The dog acts as substitute for a human gunshot victim. In the original the shooting of the dog is quite a gruesome episode. In the remake, the dog is already dead! It is a rotting corpse.As he descends further into the moral quagmire (symbolized by his battle with the sun and inability to sleep) he just about rapes the hotel receptionist. In the remake she has sex with him (which we are left to assume was pleasant and consensual) to stop him from disturbing his neighbours.And then the protagonist is dead! Villain and protagonist kill each other. The end! The original has a 'hollywood' ending where the villain is dead/caught and everything is back to normal. But the remake removes the Hollywood ending and kills off the protagonist. The horror, the horror!The remake does have a few redeeming features. The scenery from Alaska is nice and the small town is well presented. The dash over the log filled pond is quite nice. Al Pacino as the protagonist is very good, as is Robin Williams as the villain. Al Pacino though is let to overact, when the protagonist should generally be more understated. The actress who plays the female rookie is also quite good.The action scenes also do not work in the remake, with the exception of the log chase scene. In the original the protagonist is almost killed in the chase scene. That is deleted. The cable car scene where the protagonist catches up with the villain is brilliant. No action is possible during the cable car and instead they have a 'quiet' chat. One would think that with a Hollywood budget and a Hollywood production they could have at least improved upon the original's rather limited and drab action scenes."
172,"I had been intrigued by this movie from the time it first appeared, largely because I was curious to see how well Robin Williams would handle a straight dramatic role. Simply put, he was all right, but the movie itself was rather weak and uninspired.The first thing I wondered about was the premise. A teenage girl is murdered in a place called Nightmute, Alaska, and the local police department there calls upon the LAPD for assistance, who end up sending two detectives to help out - Dormer (Al Pacino) and Eckhardt (Martin Donovan). They have no detectives in Alaska? I mean I'm sure that murder isn't especially common up there but they had no one who could help? The cities of Anchorage or Juneau wouldn't have had a detective who knew something about  murder investigations? I just thought that whole idea was problematic.Second problem was the characters themselves. Frankly speaking, there wasn't a single likeable character in the whole movie. There was no one to root for. There was killer Finch (Williams), irritating hero-worshiping local Alaska cop Ellie (Hilary Swank) - no wonder they had to go out of state - corrupt Dormer (Pacino) and his squealing partner Eckhardt (Donovan.) Is there anyone here to feel sympathy with? NO!Third problem was the storyline revolving around the title. Yes, Pacino has the right look for a guy who's gone 6 days without sleep. But so what? The movie would have worked just as well if Dormer had been well rested, but we have to have this story about how it's hard to sleep when one first goes to Alaska in the summer because the sun is always up. OK. That's exciting.Anything good about this movie? Well, the opening musical score was quite good and really drew me in (until the movie actually started anyway); it sets the tone quite well for a suspense cop thriller. Problem is there's not a lot of suspense or thrills coming up. And Williams came across well in this very out of character role for him. Unfortunately, it just isn't a very good movie.3/10"
173,"SPOILER ALERT The main problem IMO with this film is that it gives off a thorough sense of `under-achievement' in every aspect of it. There were a thousand ways little and big in which the visual and emotional core of the film could have been imbued with substance but really all that seems to have fallen by the wayside if at all considered.1. The look of most of the film is so utterly generic it's disheartening. The aspect of a sparsely populated settlement who live a season of perpetual sunlight is dealt with in a perfunctory manner that sucks away most of the uniqueness of the film. This should have been a focal point that defined the sensibility and emotional core of the film and it was just thrown off as a two-scene gimmick reference. The entire concept of `light-as-darkness' blinding and disorienting Dormer's character is never approached to an extent worth the mention. Without that really what was the point of shooting the film in Alaska - to show that Alaska's cranky teens and crazy killers were like those in any other part of the country?2. Pacino seems to have been selected for the role of the haggard Dormer simply because his entire current career seems veered towards playing haggard old men. This is not to say that he does a bad job, he gets pretty effective in some of the scenes that come immediately after the partner's killing but really at very few points does one feel the turmoil and disorientation of Dormer and there are a few bits of sleepwalk acting even for an insomniac character.3. Robin William's writer-killer character is again a stereotype that has been seen in umpteen movies made before. I really wish they had taken pains over giving his character a different edge - I remember seeing this Iranian movie `Sara' where a man is blackmailing his employer's wife to keep his job. The beauty of it was he did it in a manner that struck you more as a reasonable plead for help than an arm-twisting. An approach like that would have worked wonders in the scenes where Finch negotiates with Dormer. But we're still stuck with the generic loony-killer.4. The clean-cut rookie cop who's a fan of Dormer (Hilary Swank) seems like a throwaway character although one does not fault Swank's performance. The film would have been tighter in the absence of such extraneous parts.5. The film lacks any real sophistication relying on cheap `oooh blood' shots to appear edgy.6. The climax is a total no-brainer. I'm informed that the Norwegian original ends on a morally ambiguous note with the cop getting away with his escapade. Hollywood of course shies away from such subtleties and we're subjected to a pointless gun-battle in the aftermath of which a dying Dormer advises Swank to not `lose her way (towards truth, justice and the American way, one supposes)'"
174,The scenery was great. The idea of it never getting dark was weird. But that was about it. I think they must have sacked the make-up artist early in the proceedings as dear old Al never even started to look tired. He may have been hallucinating but where were the bags under the eyes? And the plot was so predictable I could have left after half an hour and still known what happened at the end. Robin Williams was pretty credible as a bad guy though. Can't believe this was made by the same guy as Memento. No comparison. Waste of two hours.
175,"It starts too fast, so after about 20 minutes, sometime around the poorly-placed action scene (the misty one at the cabin), you don't care anymore.  I didn't care that he couldn't sleep.  I didn't care that he was being investigated.  So I was not involved, I only ""watched"" the movie, objective, waiting for good acting.  There were a few good acting moments."
176,"This movie has a great cast and great director.  Unfortunately, the movie sucked.  Don't waste your time with this one and if you already have, check out the original by the same name that came out in the late 90's."
177,"Insomnia is a movie for those 18 and older who enjoy mystery/thriller movies. The movie is a good film for late at night when you can devote some ""alone"" time to the movie or possibly when you are eating dinner by yourself. The actors, Al Pacino and Robin Williams, are very good in this movie. The rest of the cast are okay. Once the film is over and one has had a good night's sleep, the movie is easily forgotten in the long scheme of movies. The pace of the film is a bit slow. The movie does eventually draw you into the action as well as emotionally into support of the character played by Al Pacino. This is a movie to watch with a glass of wine to savor both the beverage and the movie."
178,I loved Memento and this was just a movie filled with Oscar Winners to cover up the weak plot. Everything was revealed to us in the 1st Act leaving a very predictable and boring show down. Al Pacino once again plays himself and Robin Williams didn't scare me for a second. Hillary Swank was charming but also missed her spark. I was bored to tears!
179,"I have enjoyed the Christopher Nolan films that I have watched, but this was a disappointment. The rugged Alaskan scenery is beautiful, and made me want to visit, but, as a crime film, it was a non-starter. The cast is good, but wasted; Al Pacino in both senses of the word, hence the title. Most people going to see a film will know the big name stars who appear in it. When one of them doesn't appear at all in the first half of the film, it's pretty clear what his role in the film is. When he does appear, the obvious is only confirmed, and so there's no ""tension"" left to resolve, and no important questions left unanswered, so I, and I suspect many watchers lost, or would lose interest. It's a shame because Pacino, Hilary Swank, Maura Tierney, plus the ""half-time"" star give good, if not great, performances. Maura Tierney's abilities were wasted, IMHO, with far too little screen time.I can't really recommend this film."
180,"Thought the movie was boring and predictable.  I didn't need to see the original flick in order to tell you what was going to happen next or why particular characters were acting a certain way.  The only redeeming part of the movie was Hilary Swank who, although was ditsy at times, did a good job."
181,"Going from Memento to this one can only wonder if Christopher Nolan did in fact have anything to do with this film.  The girl I went with fell asleep several times (which brought new meaning to the film's title). I almost fell asleep twice.  The acting is very good, it's just the damn movie moves along so slow.  It's like 'Ok, we got your point, it takes her a while to drive out to the cabin'.... 'do you have to draw it out into a 10 min scene?'. Keep in mind to all you Nolan fans.  He remade this movie from a movie that came out several years ago in france.  So he took a bad egg to begin with. He still shoulda known better. Tisk tisk.  Hopefully he just caught a momentary case of McTiernan virus (McTiernan went from DieHard to Rollerball 2002) and he'll recover.Let's all send our best wishes to Nolan on a speedy recovery."
182,"The name says it all for this movie .The good thing in it was the actors but thats it. If I were them I would deny I made this film. It is a cure for insomnia though. It would put me to sleep if I had to watch it again. I don't think there has been a movie out that I can't find something good about the movie, in this one, it is just the actors in it that are good. Thats only of their past films . It was a big disappointment for me and my husband . We don't get the chance to get out and see a movie much.This one was a waste of time and money. Would I see it again ? Not if I had a choice."
183,"The only thing that I can say about this movie is the following. This is just a normal, boring, slow movie until Robin Williams enters in the scene. After that this movie becomes unwatchble. Why, at the beginning of his career, people loved this ugly and boring actor? Usual brainwash."
184,"***MILD SPOILER*** I had the chance to see the norwegian version of Insomnia a few years ago and I can't say I was impressed.  Being an insomniac myself I was intrigued to watch this film too especially when I found out that two of my favorite actors were in it (always cool Martin Donovan and Al the man Pacino).I never really understood what all the fuzz about Christopher Nolan is all about.  Following was clever but nothing to write home about and while the trick he used in Memento made the film really popular I thought the film was inferior to Gaspar Noe's ""Irreversible"".  What I think Christopher Nolan's films lack is a heart and a meaning and unfortunately Insomnia isn't an exception.The film has a lot of great actors, Pacino is good as usual and both Robin Williams and Hilary Swank play their parts well, but there's still something lacking. Martin Donovan died too soon (sorry for the spoiler) and I think Nolan focused too much on Pacino's guilts for what happened than on his insomnia.  Anyway that's my opinion, others may disagree with me, but I really wasn't impressed with this film."
185,What is it about todays editors. The music drowns out the dialog. hard to understand.
186,"Clearly the fame of Pacino has blinded most of the critics and reviewers to a kind of reverent, hushed approach to this movie so that the cliches and average performances of so many of the cast are brushed over.It was actually boring in much of it and includes one simply ludicrous scene where Pacino chases Williams over rooftops etc, finishing up with a race across floating logs. Really??Maybe this replaced the otherwise obligatory car chase.Instead of the usual conflicted cop who's been dismissed but HAS to come back to fix something only HE can do, this time we find that the Pacino character has dark misdeeds in his past which are threatened by imminent discovery by as desk-bound man called WARFIELD.I've never been taken in by Pacino and can only attribute his fame to the Hollywood public relations industry with its overactive promotions section."
187,"I expected far more. All the characters - even Al Pacinos - were ultra predictable, the story dragged from unsurprising detail to unsurprising detail. In fact, perhaps only Al Pacinos performance and some cool editing make the film even somewhat watchable. This film packs all the suspense and interest of a new painted wall as it dries. You know exactly where it's going from the opening 10 minutes. Even the ending does little to make it interesting. Christopher Nolan, you are the weakest link. In comparison to Memento this film is a major stinker. Don't go see it as a thriller, don't go see it as a character study (re-rent Seven, or rent Open Your Eyes for that), in fact, just don't go see it. I can't believe people are praising the limited qualities of this film so highly. Insomnia was a one hour TV show with extra shots of scenery padding it out to two hours. D+"
188,"Honestly, I could have fallen asleep during this movie.  The only thing that somewhat saved the movie were the performances from Williams and Pacino. The plot had promise but never really got off the ground.  For me, there was no suspense.  I was just ready for the movie to end, so, I could go home and go to bed.  (This movie is like a warm glass of milk--it puts you right to sleep)"
189,"In almost every case, the original production is far superior to the remake. Remakes are made for the worst reasons possible (usually just for more money, or as a vehicle for cast or crew).There was absolutely no reason for this film to have been made. I give it 3 points because at least most of the original script is somewhat respected, though it is badly raped in the end (in order to make it more Hollywood, more acknowledging the universe as black and white rather than subtly shaded). Don't waste your time.Show proper respect to Erik Skjoldbjærg by watching his original production (which is technically tighter, smoother, has more intimacy and remoteness, better acting, more dynamics, tensions, and of course a story in principle superior)."
190,"I just got home from this movie and really hope to warn others... Save your money! I found the film to be a complete bore; it barely moved along at a snail's pace, and the suspense was non-existent.  My date and I agreed that there is a *purpose* for Insomnia, however, as it could truly put the audience to sleep! Watching Al Pacino go day after day without sleep and nodding in and out of consciousness, we found ourselves also doing just that.  The gunshots towards the end, however, served to jerk the audience awake. I was very eager to see this movie as the trailers seemed to offer so much more.  In the end, however, I felt as if I had been in the theater for a week rather than a couple of hours.  Extremely disappointing!"
191,"I can't understand the applause for this terribly boring and under developed story. After Memento I expected a interactive, thought provoking movie, what I got was a definite disapointment. The name Al Pacino invokes memories of some of the greatest movies of all time (Godfather,Scarface,Heat,to name a few) this will not be mentioned in the same breath as those. Having 3 oscar winning actors in the film is wonderful accomplishment, but it does not make it a Oscar caliber movie. Swank's performance was uninspired and contrived, Pacino's performance almost let me catch some ZZZZ's, Williams as a murderer, ewww terribly frightening,not really. I wish people would not be mesmerized by Pacino, but the fear of criticizing a legend overwhelms most, not me, I dont blame him although it appears he sleepwalks (pun intended) through his scenes, the story is weak, dull, and woefully spotty. If you want to waste your 9$ go see it, if not spend 3$ and rent ""The Usual Suspects""."
192,"Okay, so I saw INSOMNIA last week in Austin.  Going into it, I was excited. I loved MEMENTO and wanted an encore.  What a let down.  PACINO aside, this movie was just another piece of commercial trash.  I think I was actually more taken with the Alaskan scenery than anything substantive.  SWANK may have been good in BOYS DON'T CRY, but not in this one.  I have no idea what people are talking about when they refer to her a ""great"" actress.  Lest we forget that before BOYS she was best known for her stunning performance in THE NEXT KARATE KID!  As far as WILLIAMS is concerned, I really wasn't that impressed.  I'm thinking that this role wasn't for him, or was that the role wasn't worthy of him.  I can never remember these things.  I know what you're thinking.  But what about the story?  I don't know where I've seen it before, but I know I have.  And that, my friends, is a BIG a problem. Prediction: Initially people will see the film for its star power, but, in the end, word-of-mouth will do it in at the box office. OUT, -T"
193,"I had high hopes for this movie.  Unfortunately, this movie was a dreadful experience.  Christopher Nolan, the director of Memento, does a good enough job with the material.  However, the material isn't good at all.  Same old repeated cop story throughout history, the good cop with a tainted past who had to bend the rules at some point to get a guy he knew was guilty.  If you enjoy cliche ridden characters, i guess this movie is for you.  If you're looking for originality, unfortunately, keep looking."
194,"This is a good remake but the original is a superior film.  The lead actor, Skellan Shaasgard, is as good as they come, outshining Al Pacino, and the direction is better.  Nolan is talented but he doesn't do anything here exceptional.  Hilary Seitz is wasted in a nothing role, and the screenplay here basically follows the original, although manages to busy things up a bit needlessly.  Tech credits are solid, of course."
195,"I must admit this Hollywood version of Insomnia is not as bad as an average Hollywood production, but after watching the original one by Erik Skjoældberg, it's still rubbish. I would stick to the original and watch the original Insomnia (1997) and leave this one alone. Maybe a success for Hollywood, but still an insult to the art of cinema.. :-("
196,"I'm not sure what Nolan wanted to convey, but it was a sheer waste of time"
197,"'Insomnia' could have been great. The next 'Silence of the lambs' or 'Seven'. Robin Williams' performance is what shines in this movie- Al Pacino doesn't count, his style remains the same in all his recent films. You don't see the character, you see the star Al Pacino. Of course this is not necessarily bad, as it is always a joy to watch Pacino perform.The movie is starts off in a very common and cliche way. Like another 'Silence of the lambs' clone. But then the real development begins. There is a battle between wrong and right, what is ethical and what is not. Which is something very fresh and innovative. And then comes the ending that destroys it all.I have to warn you that what follows is a spoiler, even though it might be better to know this before you watch the movie.It is common among recent thrillers that an unhappy ending closes the story. Because movies without a happy ending have the reputation of being uncompromising, artistic and even realistic, modern filmmakers feel safer to establish a pessimistic way to finish a story. The thing is that an unhappy ending, sometimes is comes off rushed and without proper justification.Take for instance 'Carlito's Way'. The ending was balanced, even though the hero struggled to escape, he had to pay for his mistakes and the ending came as a redemption. In 'Insomnia' on the other hand, the story was unfolded for us for almost two hours, to prove that there is no line between wrong and right. We worked together with the hero to realize that, but suddenly there is a u-turn in the story in a conventional morality tale way. Everything is erased there. The whole movie was a waste of time, just like in 'Road to Perdition'.And that's why this movie is worth a1/10"
198,"Academy Award Winners Williams, Pacino and Swank ...Ironic title ... it made me sleep.Weak plot, weak acting and an unbelievable waste of talent.Avoid it if you cannot bear looking at Class A actors making total fools out of themselves."
