,Review
209,"All right. I've said this before, and I'll say it again. Christopher Nolan is a great director. Few people can put a story on the screen like Nolan does. But the problem is that he's a terrible writer. How many more times does he have to absolutely assassinate a perfectly good story idea or character franchise with his amateurish, ham-handed writing before he and everyone else realizes this? First, he always sets clocks in motion. Really? Is that all you've got? A real writer can create a sense of urgency based on time constraints without introducing an actual clock, especially one that is strapped onto a device that seems to have no other need of a clock than to display its imminent intent to blow everything to kingdom come.Then of course, there's character development, or the lack of it. Batman is conflicted as to whether he should be Batman or not. Bane is conflicted by, oh, let's say puppy love. Catwoman is conflicted by whether or not she really wants to be bad. I mean, I know this whole franchise is based on a comic book, but with a price tag of a quarter of a billion dollars to make, does it have to play like one? Come on, Chris. Hire a writer.Basically, this is a movie that consists of lots of scenes of people either fighting, or walking aggressively toward a fight, with the central characters standing still like a Greek chorus of narrators long enough to tell the story, rather than participate in it, by presenting long, boring diatribes and monologues like a bunch of kids breathlessly setting forth a cowboys and Indians scenario before they run around whooping and shooting, only to repeat, in this case for three tedious, exasperating hours.I love superhero movies when they are able, like all good science fiction, to transcend their admittedly contrived premises by presenting witty and profound issues in clever and unique ways without hammering you over the head or numbing your brain with endless sequences of violence and destruction. Once again, Chris, you have failed in the former by wallowing in the latter."
210,"I sat through 3 hours of this film last night and just could not believe how boring it was, and how it just was not any fun at all. Very little action, lots of brooding and the most boring Batman villain ever. Bane is a third rate Darth Vader, and his voice-over is mixed way too high; plus there is no motivation I could see for what he was doing.My 14 year old daughter was so bored also that she kept asking me when it was going to be over. I personally think this film is an early leader for this year's Razzies. Worst Picture, Worst Director, Worst Screenplay, Worst Acting, and Worst Editing are some of the potential ""honors"" that immediately come to mind."
211,"CONTAINS SOME SPOILERS, BUT YOU SHOULD NOT REALLY CARE.I rarely write reviews - but after watching the over-hyped brainwash epically named The dark knight rises - i felt compelled to do so.Beware this movie was dreadful in every single sense possible. Besides, it shattered an image of Christopher Nolan as such an outstanding director for me personally.1. Story This movie is a painful attempt to compress a ridiculously long story into a three hour running time. The basic idea to do so is a surefire way to failure. TDKR consists of a thousand cleverly mixed bits and pieces, which make the plot running, but at what price ? Pathetic plot holes covered with computer effects and glazed in ""epic-ness"", shallow characters, lack of logic, cliché dialogs (to say the least). 2. Characters Where they came from? Who they are? Their motives? Their feelings? Their beliefs? You see nothing. Only hints. How do they communicate? They exchange clichés and aphorisms. Gets on your nerves after watching half of the movie. Most reviews say that Catwoman was pretty good and believable, well, i just personally, do not stand women kicking ass - it's men prerogative.3. Batman Batman is not a Batman in it's traditional sense. Wayne overcomes eight-year depression in a couple of days and (wow!) he still is in great physical shape - and without any special preparation turns into a commando. He overcomes all the difficulties, out-plays the police, the military, the whole country, beats the bastards, rides the cool battleship - and saves the WORLD!4. Villain & the threat Bane visually was quite impressive, despite the weird voice, yet the context in which he was put completely diminished the power of a character. He safely lives under the city in the sewage, training a giant army ? I mean, one professionally trained police squad could stop him in real life. He walks around as if police snipers do not exist - just imagine him walking out on the stadium field in real life. Next moment you know it - head shot. Well, script writers thought otherwise. A reactor, which could be used as an atomic bomb? Built right under the center of the city? Oh, c'mon - how stupid is that? You can make an epic movie without a pretension for apocalypse. Miranda ? Who the hell is she - she appears a couple of times on screen and in the end turns to be the head of the whole operation. And what happened to the police ? Giant town is guarded by just a bunch (it is said 3000 people, but looks like no more than 50 or 100) of disorganized cops. Military guys looked even more pathetic.5. Emotions Movie tries to manipulate audience to experience certain emotions, but fails with the only exception - it really makes you tense at times. Romantic story between Miranda and Wayne looks more like a cold one-night stand. Sadness and parental love coming from Alfred towards Wayne seem so forced - i persuaded myself to believe it. Robin's background is not entirely explored and doesn't provoke that much empathy as the director probably have expected.6. Music I don't know who's responsibility is that - i believe an extra sound engineer for a movie would do the trick - the never-ending music just drowned out the voice all the time. With all the respect to Hans Zimmer, the accompaniment would suit a medieval battle movie much better.7. The ""Epicness"" Everything in this movie, starting from the setting and going up to the music is so overly EPIC - it just becomes plain boring after the second hour. Movie tries so hard to exceed all the expectations - it just becomes obvious. I would rate it two out of ten, just for the attempt and the amount of work involved into it's creation. Do not believe the hype!"
212,"Christian Bale is a bad Batman IMHO . His performance really feels like he is acting and the voice is a joke. Combine this with the worst interpretation of Bane since Batman and Robin, alongside a terrible story and poorly executed action scenes, and you end up with one of the worst films in the genre. To top it all of you can ""enjoy"" a terrible Catwoman in Anne Hathaway. Morgan Freeman is decent so it gets a 2 out of 10."
213,"I am not going to give anything away here other then the fact that this is the worst movie of the trilogy. I went into this experience so wanting this to be a great movie. I really did. Needless to say my hopes were burnt to a crisp like the first Wayne Manor.Aside from major plot holes and choices to leave out a lot of back story about main characters who now have new, unexplained idiosyncrasies, The whole story was told without any kind of time-line or rules at all. The rules about physics and the amount of power a human can have and others, just kind of got made up as the story progressed. Furthermore, I saw this at the ArcLight in Hollywood. A place known for it's great sound system and I could barely make out anything that Bain was saying because it sounded like Sean Connery speaking through a sub-woofer.The acting was SOOO bad by Joseph Gordon-Levitt and Anne Hathaway it's almost like they had no idea how bad they sounded or looked and Nolan just decided not to tell then about it. Gordon-Levitt is normally a great actor. I like that kid in pretty much anything he does, but watching him in this movie was torture, bad lines, horrible delivery. I would give anything to watch the movie while sitting next to him just to observe how he reacts to his own acting. I don't blame him, I blame Nolan. If you're going to introduce new lead characters into the story, at least give us a little insight as to where they've been or why they are the way they are.I'll just say that after sitting through the whole movie, I was reluctant but nevertheless satisfied with the more then obvious ending which was explained but did not need to be at all. It made me think about it for about a half an hour before I decided to not like it, whereas up to the very end, I was really angry about how I got duped into sitting through the whole movie up to that point."
214,"I wasted $15 because of the hype. IMDb users rate this a 9? Well, I did like the motorcycle. The rest of the CG was boring.The plot? I could complain that the villain Bane sounded like Darth Vader and I couldn't understand 50% of what he said. Same thing for Batman's 'disguised' voice. With loud music accompanying all the dialog, It was like listening to a French flick without subtitles, but that didn't really matter because it all boiled down to some bad guys whose presence in Gotham's sewers I don't understand, vs some good guys who had trouble getting along with each other.Shoot, punch, etc. All ordinary and nothing you haven't seen countless times. It dragged on so long, trying to give personality to action figures, that I started to concentrate on the absurdity of all the separate things going on, as each scene seems impossibly illogical and ridiculous if you stop and think about what is happening.Darn, that 2 movies in a row I should not have paid to see. The other was TED."
215,"It's no secret I'm dismissive of Nolans Batman. To me, he is to realistic and, taken out of context (or costume) he is no superhero-in essence, they are superhero films by name only. Batman Begins was dull, but TDK was a solid film that was a fine addition to the batman film universe. So how does this film hold up?To be honest, it's pretty crapTo cut to the chase, lets talk about our cast and characters. Christen Bale is boring in this film. Bruce Wayne isn't compelling in the way Tony Stark or Peter Parker are. I say this because in this film, Batman is in it for 33 minutes. It's mostly Bale being quite wooden, which is shame as I remember him in American Psycho being interesting. I can't say much about his batman other then what's been said all ready-yes, I can't understand that voice. His costume again looks like greens goblins with spiderman-only the expression coming from bale is less expressive.Bane was bad. Gone is the superhuman powered by chemicals with a distinctive mask, replaced with our buffed up Joker wannabe-AKA ""a villain who has something to say about our society."" He's not engaging as he does long gloats like he's the new Josef Stalin-lame. The voice Tom Hardy does sounds like a dodgy crossover between Sean Connery, Jim Carrey from the Grinch and sheogorath. It's also incredibly hard to understand, and scenes with Bane speaking to batman are very difficult to understand because of the voices. I don't get how comic book fans criticise the Batman and robin bane yet praise this one. Sure that one was stupid but he at least had the characters backstory and basic appearance. At he end with a big plot twist, his motivations suddenly make no sense (he protects a young Talia but lets thousands of kids presumably parent less or dead in his takeover of the city?)he comes across as a mere henchman and is shot by catwomen. At worst batmans no gun rule is illogical, but if he can use his brains to defeat the bad guy, its OK. If batman had shot bane at the beginning of the whole thing he might not have lost his money, saved lots of lives, not be beaten to a pulp and not have to live in hiding. Hes pretty crap and not a faithful adaptation at all. The costume designers got a modern day catwomen right, and Anne Hathaway did a fine job in the role. However I don't know if shes a villain, antihero, hero? At least we knew she was a villain in Batman Returns and a (very VERY lame) hero in Catwomen. I blame Nolans writing more than anything else though. Oh, and Hathaway is damn fine in this. Lots of new characters are here along with the old. I swear Joseph Gordon Levitts character was written in just because they hired the guy- and set up a squeal to the ""final chapter"" of this series. Also how the hell did he know who batman is? Just because? Again, more bad script writing. Gary Oldman bring presence but hes not got much meat to chew into-and his characters decision to send all cops into the sewer is one of the worst pieces of script writing ever. Morgan Freeman and Micheal Caine are wasted here and and could've been edited out of the movie. Marion Cotillard is bland and her character makes no sense-she is introduced as a villain and dies 10 minutes later. Payoff, who needs that?The story is so bad-full of clichés, lazy writing and making references to modern day conflicts and terrorist to make it look clever. After the realistic stylings of TDK this throws any realism out of the window. If a terrorist like Bane was under the sewer, than shouldn't Gordon at least notify the government? If Bin laden was seen hiding in New York the Americans would have sent special forces or something. Also I highly doubt that the plane opening would happen-the CIA have radars that could detect a plane that big and would have identified the prisoners by removing the bags before going into the air. Batmans back can't repair itself like that in real life, and he would've been incinerated by the bomb. Also Gotham would have been hit by the radioactive fallout-thanks for ""saving"" the day. The script is full of nitpicks that all add up to plot holes. The realism is abandoned for illogical plot convenience- at least Iron Man 3, the least realistic in its series of films, put in a comic book world to explain certain plot elements. Removing banes super strength to make him more realistic but having huge gaps in realism mean that the excuse ""its a comic book movie"" redundant. The film is boring with horrible pacing problems, having stupid or underdeveloped characters and clunky dialogue that only serves as exposition means this is Nolans worst script ever. The action is boring and half hearted, with clumsy fight scenes littered throughout.Gotham isn't the dark, slightly warped city of the comics any more but the a bland version of new york-again, the modern world aspect of these films means it's not memorable in the way Tim Burtons batman films were. The music is pretty bad, just being loud strings in the background-no tune to hum to along with no tension or emotion.Is this film worse that Batman and Robin? No. Its certainly bloated and boring, but not the cinematic train wreck the B&R is. However while batman & robin can be entertaining because it's bad (evident in it's camp tone) this is a chore to sit through. Its boring, has a stupid script and having very little of it's protagonist in this final instalment, it's a horrible sequel to TDK ,one of the worst entries in batman media and a dull and plain awful ""cinematic"" experience altogether."
216,"Three questions I have to ask myself:Why? Why do I put myself through such torture as to watch this kind of feeble mediocrity. A couple of years ago I posted a comment on The Dark Knight, and if memory serves me right I grudgingly said it was just about OK. Even then I was being charitable, but hey ho. With this one however I only have myself to blame. I knew it would be pointless, but still I went. Which adjective to choose? I want to say ""portentous"" but that won't do. Describing something or someone as portentous, however negatively meant, usually means that the target at least has something, some behaviour, some expression, to be portentous about. To describe a nullity like this movie as ""portentous', well you might just as well describe strawberry jelly in the same way. I could level criticism at any character, at any plot point, but why bother. Suffice it to ask how could something with so much sound, fury and action, be so glacially slow? When Batman was in that silly prison, only good manners prevented me from leaping out of my seat and crying ""for God's sake climb up the damn chimney you miserable ***** !""Second question; What? What do people actually see in this, what are they taking out of it. The movie has garnered a lot of praise and a lot of criticism (not helped by the terrible events in Colorado), but everyone regardless of their stance, seems to take it seriously. Why? What are they seeing that I am so patently not? It cannot be plot, it cannot be acting, it can't really be the action and effects. So, what?Third question; When? When will I ever see another of these ludicrous comic book movies that are being churned out, again? I can answer that one. Never! (at least I hope so!)One last thought; compared to this ""trilogy"" the Tim Burton Batman was a masterpiece; good plot, well structured, well acted (the two Jacks and Keaton actually knew what they were doing) leavened with humour and real wit, something this latest movie could sorely do with.The only conclusion I can come to about ""The Dark Knight Rises"" is that in this dumbed down age it offers a offers a totally spurious and bogus level of ersatz profundity and intellectualism that the audience, who are used to no better, lap up and think is the real thing. But actual entertainment (which movies like this are meant to deliver)? No way."
217,"Honestly, I don't understand why this movie has so many fantastic reviews. I absolutely loved the 1st two batman movies. But the 3rd one was a complete disappointment. And for my review I am assuming that the first two batman movies were never made. Almost nothing in the movie makes sense. Some people like Ann Hathaway's acting but there's nothing special about it, honestly. It feels like Chis Nolan has paid many of the reviewers here. Tom Hardy is a great actor but doesn't quite fit the character of bane. They should have picked up someone like Undertaker from wwe for Bane (someone at least 7 ft tall). Bane was very difficult to understand. (and I live in an English speaking country). even my wife couldn't understand him but was too embarrassed to admit until I mentioned it lol. The story is just weak. At one point it seems the movie is shot in 2012 but the flashback looks like its going back to 1700's. Miranda's story was just rubbish. At one point she sleeps with batman and 30 mins later she stabs him. Really? Mr Nolan? really? oh did I tell you Bane was killed by Celina Kyle (i.e ann Hathaway) and she did it quite easily with that Bat-bike (or whatever you call it). why didn't they just do it before. Guys please stop giving positive reviews just because this is batman. the movie is rubbish, in every way. I didn't review the dark knight(I,e batman 2) on IMDb but I have to say it was brilliant. oh the joker - that was top class acting by Heath Ledger."
218,"I had very low expectations for this film before watching it and sadly this rubbish even failed to meet those.An appalling script completely lacking in a moral compass, subtext (imagine what an intelligent screen writer would have made of all of these orphans?) or clear motivations for the cartoon characters involved at the centre of the drama. As a result there was no tension and I didn't care if everyone was blown up at the end or not. The editing was appalling with one monochrome setting shifting to another in a very flat and monotonous rhythm. The action sequences were really dull. When the cops ran at the baddies the fight scene was as intense as two old ladies squabbling over a cardigan in the January sales! The road chase sequence was like a choreographed run through in a ""how to do a stunt"" video.The soundtrack music was a constant background burble that never actually developed into a theme and was as one dimensional as everything else in the film. Hans Zimmer's score was no match for the epic sweep of Danny Elfman's music in the Tim Burton Batman movies. The acting was disinterested and good actors such as Ben Mendelsohn and Marion Cotillard were wasted in one dimensional stereotypical roles. Ms Hathaway may have been surprisingly good at belting out a song in ""Les Mis"" but here she is the least sexy Cat Woman ever. To be fair to her that is hardly surprising from a Director as disinterested in sex appeal and human chemistry as Mr Nolan ( this is the guy who even made Scarlett Johansson dressed in corsets in ""The Prestige"" seem a little ordinary!!). What should have been highly charged emotional moments such as Alfred leaving Bruce or the public realisation of the sacrifice that Batman had made in the Harvey Dent affair were thrown away.The narrative was muddled, full of holes and lacking in tension. Just how did Bruce Wayne recover from a broken back, climb out of the pit and get back to Gotham on foot, with no resources at his disposal, from what I assume was somewhere like China in about 3 days? How did he get back into a shut down Gotham? As for the twist regarding who was Ra's Al Ghul's offspring – well it obviously couldn't have been Bane because we were told his disfigurement and subsequent medical treatment took a much longer timescale well beyond the escape of that character. So that twist was telegraphed and in that situation when dealing with a script as mechanical as this one you always look to the least obvious character so to see Ms Cotilard declared as the offspring was as easy to anticipate as the fact that she wasn't going to finish Batman off when she had the chance. All as boring and predictable as the supposed poignant finale at the restaurant in Florence which you just knew would be the outcome. In Hollywood films the pay off always has to be signposted!Is this really the best we can expect for hundreds of $millions? A lame 140 minutes of nonsense followed by a final 20 minutes reliant on the same old tired device of a clock ticking down on the side of a bomb? Really??Intellectually Mr Nolan has nothing to offer the intelligent cinema goer (IMDb describes him as being ""celebral"" – yes sure, to Homer Simpson maybe??!! ), emotionally he is clearly pitching his work at the level of a 14 year old school boy who's best friend is his X box and clearly on the basis of this dull waste of time and money he doesn't even have anything interesting to offer so far as technical film making is concerned. That this rubbish achieves 8.5 on IMDb is a perfect metaphor for the mindless consumerism and rampant stupidification of the western world. Honestly if this does it for you then you really need to grow up and read a few non-fiction books about politics, economics or philosophy.. and perhaps even get yourself a real-life girlfriend."
219,"This elongated chaotic murk is studded with stars, but they shed no light. I could tell there was a bad guy, but I couldn't figure out how he managed to breathe. The good guy seemed to be the Batman, but he was too willowy and wispy, and during his frequent bouts of fisticuffs with the bad guy he always got the worst of it. At one point I thought the plot was vaguely modelled on the French Revolution and the Reign of Terror. But only vaguely. It would possibly have been helpful to know how the several other stars had been designed to fit in to this benighted epic. I think we should have been told. But I couldn't make it out. My fault, no doubt. After a few hours of bafflement, the scene was suddenly flooded with light, and civilization was saved. The question remained: Had it been worth it ? Not really. This film, bought on a mistaken whim thinking it came in at number 4 on the all-time list, has firmly warned me off any others featuring the legendary Batman. Give me Dracula, any day."
220,"A hodgepodge of mediocre special effects, cliché, and sub-par acting, with an awkward and predictable plot.The only unpredictable part of the film is it's piecemeal nature: almost every character begins as one standard Hollywood persona and without motive changes to another cliché at least once during the film. One can never know what is going to happen next since the sequence of events is only a random permutation of rote super-hero movie themes. The only certainty is that the next event in the chain will be as unimaginative and overused as the last.The sound quality is terrible (it is impossible to understand the villain or Batman at several points) and the pacing is awkward as the first hour covers plot over some weeks and the last hour covers the events over some months without indication.The finale is most disappointing of as the film descends in the realm of utter cliché, even corniness. The slightly surprising twist is once again completely non-sequitur and seemed to be thrown in as a cheap afterthought to give an illusion of depth to the movie. Of course what is one to expect when the villains are nothing but inexplicable anarchists with unclear motives other than a random desire to blow up the world. They are completely unrealistic as characters, as are the heroes.Strong points include Bane's voice (which though undecipherable is powerfully creepy), and a tastefully low use of special effects. This film is not a special effects orgy; the viewer is unfortunately confined to derive enjoyment from the plot."
221,"Reading some of the positive reviews here I honestly feel like I watched completely another movie the other night.The beginning was amazing, but after 20 minutes into a movie, things got cheesy and boring. Lots of close ups, no plot, nothing new... The mask man was interesting for the first 5 minutes and became just plain annoying. Was he supposed to replace the penguin man from the previous batman series? COME ON!!!!!!!!!! No character at all!!!!!!!!!!Cat woman was alright, but nothing special. The connection between her and the batman himself is unbelievable. There was no spark... once again, BORING!I am honestly surprised because I thought it is impossible to ruin batman. I was proved wrong. To summarize, I wish I didn't spend 3 hours watching it."
222,"This review will have spoilers.First off I loved the first two movies of the series. I like the second movie better but the first was also a welcomed gem. Now we're talking about the 3rd movie here and it is a stinker. I almost didn't believe that Nolan directed it and I wondered what the heck happened to Nolan?Why would he allow such an awful movie and here is the reason he did:According to an interview with David Goyer (an awesome writer who worked on this project) him and Nolan got ""stuck"" halfway through the movie with plot devices and concepts because so many elements were involved in the movie. So Nolan told him to take 2 weeks off to clear his head. In those two weeks Goyer came up with the idea and story for ""Man of Steel"", the Superman movie coming out soon. Goyer showed Nolan the idea and Nolan loved it. After that Nolan and Goyer pretty much put The Dark Knight Rises on autopilot and worked on Superman because they knew The Dark Knight Rises it would be a money maker regardless of the piece of trash it ended up being.Now the movie itself is trash but Nolan fan boys are being fan boys and eating it up for some reason. I can picture Nolan and Goyer laughing their butts off about that fact. So basically all positive reviews of Dark Knight Rises come from Nolan fan boys or from critics/media people that want to work with Nolan in the future. The rest of us however are not afraid to call this movie what it is, which is an abomination.So finally my review:The reason I gave this film 2 stars is because the last 15 minutes of the movie was good...or had good enough action and because the acting in the movie was solid. It is a shame that such good acting was wasted on this movie. What is wrong with the movie you ask? Almost everything; the plot is easy to understand but so stuffed with details upon of details that are just there to cover plot-holes that are almost unbearable and translate in to a movie that is mostly talking. Talking about plot devices that are only there to push the movie along. Plot devices need to be in a movie for character growth or major themes or something other than pushing the movie along. So basically this movie was just a bunch of outstanding actors standing around talking about stuff. Talking about stuff you frankly wouldn't give a penny about if it wasn't for just movie the plot along. MAYBE if it was a 8 hour movie then this could have been better because it would give people the chance to care about the characters, plot, themes and etc. I hope Nolan learns from this mistake because it KILLED this movie. That is why I am so upset with the fact that people try to defend this movie! Please don't do that! Nolan has to learn from his mistakes.Lets talk about Bane. Bane played by that guy from Inception (he is also playing Mad Max in the upcoming remake....oh boy..), Bane was the guy that broke Batman's back into comics and you would expect him to be a badass in the movie but that was not the case. I felt like I could have kicked his ass (in fact I really wanted to about 40 minutes into the movie.) He wasn't believable as a badass. He didn't look the part and (maybe because of the mask?) he didn't act the part. Another thing about Bane is that everyone seemed to know who he was before he even set foot in the city. I am not just talking about the FBI; I mean literally everyone one! The cops, Alfred, school kids, random old people..omg I hate this movie so much..Lets talk about all the mistakes... or lets not because this review is already long. Let us just say there were so many basic mistakes like magical knee braces, easy to fix protruding spinal discs, magical ice and so many others. The problem was that this movie was frankly so BORING that you notice every single mistake.Lets talk about Alfred. He left Bruce. Umm...yeah... Wait, wait.. lets examine this. Basically they needed a way to get rid of him while Batman was taken by Bane (revenge of the plot device!)Yeah this movie sucked. I could write a book about all the problems with this movie.By the way this movie sucked. If you were lucky enough not to have seen it then wait for it to come out on TNT. Don't even watch it on HBO because you'll need the commercials. I am not kidding I wish I had the commercials during this piece of.."
223,"I thought I was alone in finding this film almost impossible to follow (not because of an intricate plot) and almost as impossible to understand the actual words. So, I came on IMDb and read some of the reviews. I'm astounded it has 8.6 out of 10!!!! I've never left a review on here before, but I've just sat through a film that is over 2.5 hours long and I'll never claw that time back! I know I know, writing a review means MORE time spent. But honestly, what a load of nonsense. I don't know where to begin with the very jumpy story line (what the hey were we shown the scene in the aircraft with a guy having his blood taken out of him for?!! I still have NO idea what that huge opening scene was all about?), the mad time jumps, the inexplainable lines from some of the key actors - why would Miranda want to honor the father she wanted dead? Why would an army of police, when finally escaped from the tunnels - go in for the attack almost entirely weaponless?!!!You hardly see Batman. I mean REALLY hardly see him. The way some of the film is shot is so poor, the fight scenes between everyone else in the world (even CatWOMAN, who is a girl!!) are intense and pack a punch - but the ones between Blane and Batman look utterly ludicrous, like they are hitting mannequins! I'm all for immersing myself in a film and getting carried away with the action, but I couldn't do that with this, it made no sense 80% of the time. Literally no sense. The scene near the end where a certain person stabs a certain superhero (or at least I thought he was), had me utterly confused as to why she had it in for Batman, were we shown any reasons why that might be?!!Confused, annoyed and not into Batman anymore. I only wanted to watch it to see Wollaton Hall, wished I'd stopped at the first sighting. I still don't get the plane scene?! If I didn't care about wasting my life - I'd make myself watch it all over again, to see if it made more sense....."
224,"Granted, I found the first Nolan Batman to be overblown, dull, trite, and a bit silly (does Christian Bale really need to talk in the Batman voice like that? Thank goodness they made fun of that on South Park), and the second to be a bit better I suppose, but the third might be the worst of all. And the fact that there are those claiming it was ""perfection"" or ""flawless"" must have either seen a different film than I or are taking their job in the studio's marketing dept. way too seriously (most likely the latter).Let's forget Bale's awful voice work which has marred the entire Batman legacy throughout these three films (there continues to be one Batman and his name is Michael Keaton; I'd rue the thought of how the latter-day Burton would ruin the series further, but his initial two remain some of the last great masterpieces of commercial/studio film to be consigned to celluloid in the last era).Why did Bane need to sound the way HE did? I tell you, I'm not expecting cogent story lines or apt character development from a film like this or from Nolan, but as soon as Bane started talking in the first two minutes of the film, my girlfriend and I turned to each other and knew right away we were in trouble. Forgetting the fact he sounds like an arch-villain from an early 80s action cartoon (or an American Sean Connery, perhaps), whomever did the technical work on his ADR really dropped the ball. You can tell easily that his voice was incorporated into the soundtrack in a way wholly different from everyone else in the film. He sounds like he's talking in voice over the entire time. Yikes. If this movie gets nominated for Best Sound Editing, I'll know the Academy has absolutely no credence at all anymore.Other technical and editing faults spiral throughout the film. I blame Nolan again for this, as so many of the scenes in which characters are talking to each other are clearly edited poorly. Really took me out of the film. And, again, I'm not looking for artistry in a shoot-em up comic book movie made for acne-face'd teenagers, but one would think the filmmakers would AT LEAST get the spectacle/technical aspects of the thing right. Shame. Lazy work all around.The acting was, as usual for these films, subpar except for possibly Gary Oldman who for once didn't have a slew of cliché comic book/TV lines to spout (""Gotta get me one of THOSE!"" Yich). Then, of course, there's the many, many, many plot holes that are truly just befuddling. Namely the fact that we have an underground prison that is a central focus of the film and is supposed to be enshrouded in pure darkness, is to be ""Hell on Earth,"" and one of the worst -- if not THEE worst -- places someone can be exiled to... and yet whenever they show the actual place, it's well-lit and the folks who ""live"" there seem nothing but nice, as though inhabiting a communal little village in which you have doctors and gurus and mentors helping each other out. WHY is this place a Hell on Earth that would spawn ""pure evil"" like Bane? I couldn't figure that one out. (And without giving any spoilers, the way out of the place was so obvious -- even to the prisoners themselves -- that it makes one wonder why more of the prisoners don't just up and leave.)You also have the total unreality of a booming metropolis under complete lockdown for like six months and yet everyone still somehow has electricity, water, heat, food, makeup, clean clothes, etc. and even a relatively chipper attitude throughout? I would've thought Gotham would digress into Lord of the Flies pretty quickly, but apparently everyone just stays traditionally phlegmatic in Nolan's yawningly dull cinemaverse. (Not to mention a police force stuck underground who seem to be kinda fine with that after months of no light or clean bathroom facilities.) Sorry, there's suspension of disbelief and then there's just bafflingly lazy writing mixed with lobotomized audience members.As with the first Batman, I was also so incredibly bored for the first hour or so trying to stay awake for Nolan's signature needlessly convoluted, chaotically discursive, and haplessly disorganized ""plot""lines that rather than being fooled like the illiterates who found this movie to somehow be better than Sunset Blvd, The Professional, or Once Upon a Time in the West according to the IMDb score they gave it, I knew -- yet again -- that Nolan is no genius but only a comic book enthusiast who thinks he's making a two-hour TV drama.And two hours were two hours too long here. Even when the movie finally picked up with some action about halfway through (aside from the loud and obnoxious first few seconds that might as well have been one explosion before moving into the doldrums for the next interminable sixty minutes), I had trouble keeping awake, wondering how much longer this seemingly five-hour marathon would go on for. Why didn't I leave sooner? Because $20 for an IMAX ticket is too much to step away from in this day and age and I thought MAYBE there would be some kind of pay-off in the end (there really wasn't; it goes pretty much where you think it would go). So, in conclusion: 1) Fair to poor acting, 2) Awful sound design and voice work, 3) Shoddy/lazy technical logistics, 4) Meandering and hopelessly disorganized script -- surprise -- 5) And, sadly for an action film whose one goal is to entertain popcorn flick style, BORING."
225,"What makes things worse, is that its predecessors were basically intricate works of genius, but TDKR lacks essentially everything that made The Dark Knight (particularly) one of the greatest superhero movies ever produced. On top of all this, everyone's bandwagoning on thinking it's great because it's ""supposed"" to be great, right?!?! How could Nolan's finale not be a masterpiece?! Well, I'll tell you...Bruce Wayne acts out-of-character from not just the first two movies, but from the comic as well. Catwoman's motivation and place in the story is weak, flat, and forced. For a movie that's almost three hours long, you only get about 20 minutes of Batman in costume (if you're lucky). The movie jumps in weird time increments that are mildly confusing, but mostly forced to facilitate its wanna-be epic nature. As for more heavily SPOILERY observations...Commissioner Gordon is barely in the movie, spending most his time injured in a hospital, while Joseph Gordon-Levitt's character comes out of the blue and does what you'd expect the Commissioner to be doing... solution- COMBINE THE TWO CHARACTERS!!! The two Batman vs. Bane fights are flat and boring as hell. Bane is a cardboard, unexplored (until a late-third act flashback... of all ridiculous cliché plot devices) character that reaches for sympathy in one of the most embarrassing, wanna-be-tender, totally out-of-place, extremely laughable scenes I've ever seen in my life- HE FRIGGIN' CRIES?!!?!? Every single, yes EVERY SINGLE cop in Gotham marches down into the sewers on a tip that Bane's raising a secret army, only to have all the entrances blown up so they can be trapped down there... for like three months. Reread that last sentence and tell me what part of it makes sense.Bane holds Gotham hostage with a 4 megaton nuclear device, after blowing up all but one bridge leading into and out of the city, for three months and the U.S. government does nothing. Seriously, nothing. It's said they negotiated a truce and had FEMA send in supplies for survival. Read that last paragraph and tell me what part of it makes sense.The ""real"" villain reveals him/her self in an absurd Act 3 ""twist"" that's followed by a narrated flashback (the same one that leads to Bane CRYING), and throughout the entire monologue Batman sits there doing nothing after a knife has been thrust/held into his side.After the 2nd lame Bats/Bane fight, the bulk of the late Act 3rd ""action sequence"" consists of little more than Batman flying around in that weird-looking clunky flying thing that supposed to be the Bat Plane- half of which is of him outmaneuvering missiles that the bulky ""plane"" couldn't have possibly eluded.I really, really, really, really, really, really wanted to not just like this, but LOVE it, but as it progressed the enthusiasm cloud gradually cleared to the point of my being utterly flabberghasted in disappointment- mostly because I can't believe the director of The Dark Knight and the masterpiece that is Inception was responsible for this movie. It's lazy and uninspired to the point of being offensive to everyone who's ever been not just a Batman fan, but a fan of non- intelligence-insulting movies."
